StationCode,lat,lon
536TMR003,37.9944,-120.1926
537BSCAWR,37.6212,-119.677
537GZCAMR,37.52509,-119.46551
537MDR255,37.66186,-119.91976
537PS0386,37.6605,-119.9948
537TYCAML,37.7599,-119.529
538CE0622,37.4636,-119.9499
539NDCACC,37.42494,-119.59566
539PS0127,37.42787,-119.6613
539PS0146,37.19314,-119.81719
539SED010,37.41099,-119.59513
539SED102,37.40048,-119.62538
540BCA168,37.23381,-119.13583
540MNCANF,37.41303,-118.90795
540MNCASJ,37.63977,-119.08796
540MNCLTE,37.3678,-118.98866
540MNO024,37.41471,-118.91689
540MSJ132,37.59602,-119.09216
540SED005,37.24155,-119.24345
540SED008,37.63977,-119.08796
540SED009,37.46036,-119.41629
540SED105,37.1944,-119.20839
540SED106,37.64224,-119.08261
540SED114,37.40073,-119.56684
540SJR001,37.27484,-118.96619
540SJR002,37.27897,-118.96378
540SJR003,37.28237,-118.96191
540SJR005,37.29298,-118.95653
540SJRR01,37.62111,-119.07333
540SJRR02,37.62111,-119.07333
540SJRR03,37.62111,-119.07333
540SJRR04,37.62111,-119.07333
540SJRR05,37.62111,-119.07333
540SJRR06,37.62111,-119.07333
540SSJ200,37.32603,-119.01636
541OC0010,37.31889,-121.12167
541OSCHW5,37.32936,-121.10955
541PS0055,37.29825,-120.94811
544CR1003,37.90976,-121.3253
544MRCMCR,37.89602,-121.7165
544PS0725,37.94875,-121.69868
552DRCAEF,37.0069,-119.06364
552KRSFBC,36.7893,-118.551
552MFC120,36.78283,-119.02417
552SED011,36.7235,-118.81421
552SED020,36.75323,-118.81672
552SED029,36.75806,-118.89532
553KRMFHC,36.61139,-118.69985
553TCCAKR,36.54484,-118.89593
554KRS031,36.0246,-118.137
554LCCADR,35.48056,-118.68085
554NMCCVD,36.20133,-118.27232
554NMCCVM,36.19894,-118.26694
554SED014,36.00812,-118.50618
554SED016,36.13472,-118.47287
554SED019,36.05535,-118.13149
554SED025,35.99743,-118.53571
554SED026,36.06751,-118.49114
554SED028,35.96888,-118.52125
601PRK002,37.84391,-119.14705
602FC1102,37.89015,-118.71545
603BCNFLR,37.37556,-118.41861
603BCNFUR,37.37056,-118.42917
603BCSFLR,37.36853,-118.41306
603BCSFUR,37.36444,-118.42944
603BMISW2,37.37556,-118.41861
603BMISW3,37.37056,-118.42917
603BMISW4,37.36444,-118.42944
603BPCBLP,37.15832,-118.29645
603GSCADC,37.73969,-119.04995
603HCH6xx,37.74995,-118.93692
603OHCAOR,37.74485,-118.75598
603PS0024,37.53897,-118.64414
603PS0079,37.70393,-118.77648
603PS0108,37.1637,-118.2902
603PS0132,37.48021,-118.55838
603PS0136,37.42488,-118.57923
603PS0137,37.74791,-118.97101
603PSx109,37.5927,-118.7826
603RCS1xx,37.28639,-118.40167
603SED054,37.75389,-118.96542
603SPCBWC,36.71668,-118.26333
603UOW004,37.7347,-118.80411
603UOW012,37.75553,-118.88581
628MRW138,34.28471,-117.37374
628PS1179,34.339,-117.1669
628PS1307,34.34422,-117.22679
628PS1483,34.51287,-117.26045
630BUC002,38.27372,-119.25913
630SED034,38.13435,-119.23508
630SED043,38.28045,-119.29521
631FC1099,38.36417,-119.44478
631MCK001,38.31338,-119.60883
631PS0081,38.3279,-119.5508
631PS0087,38.5236,-119.3363
631SED038,38.32841,-119.44978
631SED052,38.31359,-119.54865
632HNCAHL,38.65559,-119.64421
632PS0110,38.7505,-119.6446
632SED032,38.56647,-119.62707
632SED035,38.69919,-119.84636
632SED094,38.6054,-119.7676
632SED095,38.56785,-119.62523
633PS0142,38.80733,-119.7778
633SED051,38.73893,-119.93332
633SED109,38.77915,-119.91802
634GACALL,38.87318,-120.09556
634MKCBLG,39.01936,-120.15304
634PS0126,38.8766,-119.984
634PS0131,38.82055,-120.01924
634SED031,39.10844,-120.18941
634SED033,39.04386,-120.14784
634SED050,39.13884,-120.1883
634SED096,38.89632,-119.96678
634TRT002,38.93009,-119.9764
634TRU231,38.81027,-120.01746
634UTRADC,38.72996,-120.01776
634WRD029,39.14052,-120.19702
635BRCATR,39.19009,-120.19875
635EMTCAM,39.30901,-120.11438
635MTC267,39.29967,-120.1336
635MTR002,39.38455,-120.02211
635MTR003,39.37537,-120.02885
635MTR006,39.33286,-120.16151
635PLCATR,39.23633,-120.23016
635PS0118,39.34775,-120.12232
635PS0146,39.32333,-120.2281
635PSCATR,39.3702,-120.12178
635SED039,39.39607,-120.18781
635SQM002,39.20431,-120.21615
636IDCBIR,39.48462,-120.28278
636LTRABR,39.43017,-120.08369
636PS0086,39.4673,-120.1031
636SED036,39.48765,-120.3679
636SED040,39.43223,-120.20237
636SHCH89,39.43691,-120.23037
636SHCWES,39.43105,-120.24151
637PS0130,40.41805,-120.8534
637SED041,40.40565,-120.82136
637SED042,40.42033,-120.67456
637SED053,40.36768,-120.803
637SSN077,40.41832,-120.90485
719BMCPRE,34.03657,-116.56747
719TPPSQH,33.83069,-116.31117
719WWRA66,33.56946,-116.10773
719WWRAEF,34.06322,-116.82028
801BNC530,34.17834,-116.90881
801BRC184,34.16546,-117.01553
801CBN012,33.91909,-117.82201
801CCCCTT,34.1839,-117.62719
801CJW027,34.3061,-117.4697
801CJW041,34.29543,-117.45882
801CJW079,34.22123,-117.40798
801CYC114,34.13646,-117.1897
801CYC121,34.12372,-117.19213
801CYC398,34.13646,-117.18965
801DRC025,34.1739,-116.9839
801EBC080,34.1584,-116.88742
801EBC126,34.17413,-116.89426
801EBC686,34.16918,-116.89195
801EEWADD,34.1873,-117.5205
801ETC226,34.19146,-117.27421
801FC1089,33.93082,-117.59398
801FGC022,34.16055,-116.86775
801FRC093,34.16891,-116.88367
801HBC050,34.15651,-116.79441
801ICE713,34.24908,-117.63127
801LCMFAS,34.2495,-117.51898
801LYC028,34.2026,-117.44583
801LYC062,34.21257,-117.45844
801LYC271,34.22931,-117.47362
801LYC346,34.23613,-117.49604
801LYC600,34.23092,-117.48291
801M12611,33.80456,-117.86822
801M12617,33.65489,-117.77451
801M12625,33.69499,-117.93471
801M12641,33.69422,-117.88292
801M12644,33.89118,-117.76561
801M12649,33.6885,-117.81997
801M15366,34.1728,-117.26687
801M15376,34.082,-117.54148
801M15377,34.21799,-117.46218
801M15378,34.24433,-117.50774
801M15414,34.18646,-117.18547
801M15424,33.99181,-117.59958
801M16861,33.89732,-117.36136
801M16873,33.90145,-117.4664
801M16908,33.91828,-117.63602
801M16916,33.96417,-117.49156
801M16932,33.94279,-117.32362
801M16949,33.8732,-117.44195
801MFC100,34.22644,-116.93895
801MHC219,34.11105,-116.99195
801MIC007,34.0952,-116.96447
801MIC032,34.07629,-117.06626
801MIC034,34.08909,-116.92669
801MIC035,34.08193,-116.89027
801MIC042,33.94623,-117.61423
801MIC074,34.08167,-116.8887
801MIC272,34.08788,-116.91434
801MIC370,34.10015,-117.02392999999999
801MLC057,34.25033,-117.54376
801NLC105,34.25265,-117.4925
801PCW048,33.71756,-117.78945
801PCW171,33.72398,-117.78003
801PFB019,33.92417,-117.59778
801PLC362,34.23874,-117.49781
801PLC469,34.1116,-117.14689
801RB8026,33.58139,-117.83457
801RB8131,34.18559,-116.97463
801RB8167,34.16334,-117.18078
801RB8179,33.76965,-117.46747
801RB8191,33.96538,-117.47872
801RB8197,33.98347,-117.70095
801RB8201,34.07637,-117.5407
801RB8207,33.974684,-117.092737
801RB8229,33.83284,-117.50814
801RB8236,33.74514,-117.42842
801RB8240,34.16755,-117.08667
801RB8254,34.1747,-116.9835
801RB8262,33.89362,-117.57578
801RB8274,34.17319,-117.18292
801RB8277,34.19005,-117.25451
801RB8289,34.2861,-117.45338
801RB8293,33.78703,-117.48843
801RB8294,33.96715,-117.48984
801RB8299,33.6895,-117.88258
801RB8304,34.18452,-117.14981
801RB8309,34.27052,-117.45252
801RB8312,33.95718,-117.53012
801RB8317,34.23683,-117.37229
801RB8327,34.23325,-117.42639
801RB8333,34.0767,-116.86494
801RB8339,33.76507,-117.46598
801RB8344,34.16708,-116.8125
801RB8356,33.9313,-117.58815
801RB8361,33.96825,-117.44789
801RB8376,34.17032,-116.82663
801RB8380,34.16588,-116.88019
801RB8387,34.00455,-117.16494
801RB8395,33.96861,-117.60105
801RB8396,34.23603,-117.43232
801RB8400,33.83012,-117.50925
801RB8403,33.9629,-117.67799
801RB8404,34.06094,-117.54088
801RB8407,34.16073,-116.79797
801RB8415,34.07545,-117.06465
801RB8436,34.17644,-117.01052
801RB8439,33.86874,-117.53366
801RB8445,34.16543,-116.93403
801RB8448,34.18209,-116.94653
801RB8450,33.97088,-117.51076
801RB8467,33.7827,-117.47785
801RB8474,34.2477,-117.62388
801RB8478,34.17358,-116.9455
801RB8483,34.25114,-117.45662
801RB8494,33.96292,-117.47379
801RB8501,34.09189,-116.94243
801RB8511,33.73535,-117.65601
801RB8512,34.17309,-117.01221
801RB8521,33.98169,-117.69632
801RB8533,34.08739,-117.04279
801RB8549,33.65914,-117.88128
801RB8558,33.87139,-117.53842
801RB8559,34.03535,-117.21351
801RB8566,33.99869,-117.59857
801RB8567,33.971554,-117.082221
801RB8572,34.06755,-117.29098
801RB8575,34.09862,-116.99337
801RB8590,34.17256,-116.83406
801RB8593,33.69836,-117.87577
801RB8594,33.94612,-117.5538
801RB8598,34.119657,-117.54008
801RB8601,34.02631,-117.58648
801RB8607,34.18269,-116.8662
801RB8613,33.98491,-117.12769
801RB8618,34.16124,-116.80664
801RB8622,33.80956,-117.35659
801RB8629,33.9584,-117.06491
801RB8751,34.19146,-117.27421
801S00135,34.07819,-116.87858
801S00375,34.10902,-117.15272
801S00791,34.2792,-117.44664
801S00903,34.17832,-116.8473
801S01367,34.21451,-117.32889
801S01383,34.06636,-117.54181
801S01523,34.09536,-116.98226
801S01559,34.20984,-117.45726
801S01655,34.0805,-117.06359
801S01671,34.16963,-116.82558
801S01783,34.19018,-117.27275
801S01805,33.98668,-117.14229
801S02059,34.06182,-117.30727
801S02123,34.10814,-117.20168
801S02167,34.1045,-117.15956
801S02464,34.24635,-117.64321
801S02567,34.18472,-116.89688
801S02573,34.01345,-117.17765
801S02749,33.93015,-117.37436
801S03111,34.24536,-117.61053
801S03133,34.00169,-117.5996
801S03533,34.02314,-117.19139
801S03687,34.08311,-117.58255
801S04078,33.99762,-117.72327
801S04471,34.11107,-117.14756
801S05127,34.18282,-117.00968
801S05383,34.16563,-117.01547
801S06231,34.23298,-117.43019
801S06679,34.26188,-117.46938
801S07485,33.94733,-117.61405
801S08183,34.07334,-117.30433
801S08727,34.2171,-117.46178
801S09591,34.10396,-117.16675
801S10259,33.64888,-117.69845
801S16169,33.74655,-117.59351
801S19286,33.71866,-117.78828
801S19399,33.65551,-117.76224
801S19486,33.67625,-117.82699
801SAN068,34.2575,-117.64123
801SANT1x,33.70885,-117.61456
801SAR011,33.850751,-117.7835252
801SAR087,34.16287,-116.80945
801SAR110,33.96468,-117.46518
801SAR124,34.12656,-117.07716
801SAR151,33.98873,-117.39614
801SAR165,33.96358,-117.47533
801SAR168,34.17865,-116.84726
801SAR334,34.18321,-116.8773
801SAR351,33.97295,-117.51806
801SAR528,33.87273,-117.71305
801SBCATC,34.2025,-117.22897
801SCASxx,33.74697,-117.61214
801SCLCRx,33.74792,-117.64125
801SDC178,33.6824,-117.81066
801SDC180,33.67623,-117.78944
801SDC418,33.68077,-117.8069
801SDC504,33.65657,-117.76426
801SGB017,33.8702,-117.79327
801SNP001,34.2442,-117.50727
801SNP002,34.2559,-117.64111
801STC071,33.75347,-117.67887
801STC142,33.77361,-117.68839
801STC149,33.76593,-117.67927
801STC532,33.77896,-117.83864
801STW051,33.99512,-117.15212
801STW055,34.0396,-117.21973
801STW085,34.0499,-117.23238
801STW208,34.0023,-117.16428
801TMW153,33.81584,-117.49803
801TMW162,33.73786,-117.4173
801WBC106,34.15508,-116.88528
801WCC247,34.18771,-117.18359
801WCC446,34.18543,-117.18567
801WE1032,33.96165,-117.50039
801XXX046,33.79096,-117.71949
801XXX112,34.26148,-117.46974
801XXX118,34.27906,-117.47566
801XXX259,34.07638,-117.09505
801XXX305,33.70892,-117.80066
802HYC267,33.67606,-116.67871
802HYC496,33.68738,-116.68416
802INC155,33.80703,-116.77699
802INC172,33.78651,-116.8323
802INC635,33.80349,-116.78271
802NJR147,33.79427,-116.74714
802NJR160,33.73134,-116.8102
802NJR163,33.79478,-116.74829
802NJR543,33.80281,-116.73208
802PVD243,33.82798,-117.20878
802RB8107,33.64599,-116.8134
802RB8196,33.77782,-116.72637
802RB8218,33.80842,-116.74103
802RB8297,33.80968,-116.81235
802RB8322,33.70945,-116.77714
802RB8405,33.77408,-116.74243
802RB8513,33.72033,-116.76079
802RB8605,33.73825,-116.72533
802RB8688,33.7519,-116.705
802S03234,33.66152,-116.62741
802S09698,33.7459,-116.70739
802S10146,33.70541,-116.73356
802S11394,33.71296,-116.7678
802S25288,33.71951,-116.76214
802S25949,33.79441,-116.7482
802S26909,33.66638,-117.27518
802S27709,33.6627,-117.29
802S33361,33.73906,-116.72515
802S33561,33.74356,-116.7103
802S37697,33.87962,-117.21403
802S45233,33.76997,-116.77878
802SJC453,33.73882,-116.82834
802SJR116,33.66396,-117.2787
802SJR587,33.72206,-116.80423
802SNC070,33.77122,-116.7675
802SWC020,33.76698,-116.6902
802SWC206,33.73283,-116.74047
802SWC270,33.72944,-116.74809
802SWC375,33.75657,-116.70164
802SWC419,33.74266,-116.71364
802SWC535,33.73919,-116.72374
845CTC480,33.80415,-118.08258
845M10601,33.90791,-117.88829
845RB8175,33.85954,-117.88023
845RB8275,33.85756,-117.88785
845RB8441,33.85423,-117.90065
845RB8633,33.87181,-118.01959
901ACCCRx,33.51422,-117.74303
901ACPPDx,33.57517,-117.71497
901ATCAAS,33.68264,-117.50159
901ATCTCx,33.67478,-117.54708
901BCCBCT,33.56903,-117.56508
901BCCSRT,33.56422,-117.56369
901DCCDCx,33.47108,-117.46461
901M14118,33.6098,-117.62739
901M14124,33.43535,-117.62556
901M14126,33.54743,-117.7223
901M14134,33.59231,-117.63283
901NP9BWR,33.53063,-117.42908
901NP9CSC,33.5919,-117.5216
901NP9HJC,33.68461,-117.51474
901NP9LCC,33.62752,-117.42857
901NP9MRC,33.62609,-117.38953
901S00313,33.60642,-117.44623
901S00469,33.52999,-117.40855
901S00531,33.55975,-117.772
901S00997,33.44002,-117.61937
901S01705,33.60369,-117.51
901S01811,33.56418,-117.71792
901S02702,33.51636,-117.74062
901S06030,33.50267,-117.64794
901S06969,33.55334,-117.39579
901S11685,33.5099,-117.6348
901S12942,33.4779,-117.6785
901SJMS1x,33.58122,-117.52458
901SJOF1x,33.61633,-117.42717
901SJSMT2,33.5497,-117.39619
901SJSMT3,33.47056,-117.47067
901SMCSMR,33.42339,-117.53136
901TCSMP1,33.63582,-117.61739
902M18864,33.49207,-117.24653
902M18865,33.46728,-117.23022
902M18893,33.45304,-117.17403
902M18901,33.49624,-117.20413
902M20161,33.4187,-117.14103
902M20173,33.40528,-117.18096
902MCGSxx,33.47689,-117.14042
902NP9CWC,33.41925,-116.86102
902S00565,33.41031,-117.23903
902S01097,33.48724,-117.25537
902SCDLRx,33.49219,-117.24642
902SCSCRx,33.42425,-117.24811
902SMADO2,33.5131,-117.26808
902SMAS1x,33.45695,-116.97047
902SMROB8,33.38713,-117.32372
902SMRWGR,33.42931,-117.19637
902SMSTN1,33.43063,-117.18909
902SSMR05,33.41434,-117.24151
902TCI15x,33.47469,-117.138
903CVPCT,33.26801,-116.6394
903FCPSPx,33.3517,-116.91389
903GIR2xx,33.33521,-117.18882
903M20124,33.29947,-117.08415
903M20153,33.31876,-117.10161
903M20165,33.2747,-117.18089
903M20166,33.24022,-117.23564
903M20177,33.39672,-117.11527
903M20208,33.32691,-117.12282
903M20213,33.30566,-117.13364
903NP9LWF,33.30962,-116.77768
903NP9PRC,33.26041,-116.80917
903NP9SLR,33.34992,-116.6649
903NP9UAC,33.32036,-116.62265
903S06113,33.2645,-116.8131
903SLGRD2,33.33549,-117.18845
903SLIRS2,33.33326,-116.87275
903SLRRFR,33.22619,-117.34422000000001
903SLSLR6,33.28792,-117.22339
903SLWVR1,33.29391,-117.08732
904AHC003,33.14968,-117.2937
904AHC004,33.14909,-117.29754
904AHCSAx,33.15625,-117.22611
904CBBVR4,33.18147,-117.32893
904CBESC5,33.08559,-117.15037
904CBSAM5,33.08855,-117.24526
904ECHRBx,33.10878,-117.11144
904ENCGVR,33.07153,-117.26217
904M21713,33.11944,-117.09511
904M21720,33.15678,-117.28243
904M21729,33.09835,-117.13358
904M21764,33.2075,-117.28072
904S00537,33.05031,-117.22428
905BCN1xx,33.10528,-116.89306
905BMCCGx,33.12706,-116.80361
905DGSY1x,33.12783,-116.67785
905M21721,33.00843,-117.16525
905M21725,33.01795,-117.17811
905M21737,33.00405,-117.15264
905M21756,33.05619,-117.04124
905S01953,33.08958,-116.9032
905S15201,33.11778,-116.85444
905SDYSA7,33.08603,-116.91668
906LPLPC4,32.93701,-117.13818
906LPTEC3,32.77633,-117.18608
906M21738,32.92288,-117.18625
906M21758,32.94264,-117.10754
906M21770,32.90376,-117.22665
906M23302,32.81736,-117.19986
906M23318,32.8249,-117.23035
907CCCR02,33.00222,-116.70889
907M23325,32.80233,-116.97166
907M23327,32.8378,-116.78974
907M23330,33.00358,-116.70228
907M23331,32.84058,-116.90771
907M23342,32.99095,-116.59072
907M23343,32.83203,-116.77732
907M23346,33.00467,-116.68435
907M23348,32.7862,-117.11484
907M23362,32.9918,-116.71432
907NP9OSD,32.84705,-117.05037
907S00577,33.0767,-116.67455
907S01418,32.99254,-116.71771
907S01434,32.90475,-116.62501
907S03786,32.89421,-116.65844
907SDALV3,32.78309,-117.07478
907SDB016,33.00595218,-116.7010731
907SDB047,33.00755,-116.66464
907SDBOC2,32.96353,-116.66406
907SDR1xx,32.76497,-117.19136
907SDRMTx,32.81858,-117.06531
907SDRS2x,32.77222,-117.14194
907SDSDR8,32.8405,-117.03908
907SDSDR9,32.83894,-117.04535
907SRSD1x,33.10878,-116.65758
908CCTNFA,32.7273,-117.06977
909CCCSPx,32.94003,-116.56444
909JPCH79,32.91849,-116.57176
909M24923,32.63919,-116.9887
909M24925,32.83848,-116.63814
909M24937,32.81935,-116.70775
909NP9DCC,32.89021,-116.57465
909NP9UNT,32.88172,-116.58538
909S00282,32.87185,-116.61372
909SSWR01,32.90942,-116.57633
909SSWR1a,32.90942,-116.57633
909SWCASR,32.94249,-116.55409
909SWR94x,32.73331,-116.93861
910M24924,32.5915,-117.07624
910OTJMC4,32.63747,-116.88405
910OTJMC5,32.63361,-116.88603
911CCH80x,32.78803,-116.49761
911KCKCRx,32.78745,-116.451
911M24913,32.59027,-116.51532
911M24916,32.54938,-116.99128
911M24926,32.59782,-116.65687
911M24934,32.76761,-116.65057
911M24945,32.74334,-116.46741
911M24949,32.80946,-116.43979
911MCCBML,32.67583,-116.58306
911NCPCRx,32.86408,-116.51847
911NP9EPC,32.74481,-116.6488
911NP9HTC,32.75409,-116.66267
911NP9SCC,32.76151,-116.63649
911PCH80x,32.83719,-116.53636
911S00538,32.78123,-116.63207
911S01818,32.86215,-116.52037
911S02058,32.76142,-116.64257
911S03354,32.79112,-116.61677
911S04086,32.67454,-116.57777
911TCCTCx,32.80778,-116.44
911TJLAP4,32.69992,-116.47914
911TJNPC2,32.8653,-116.51815
911TJPC2x,32.85311,-116.52273
911TJPVC1,32.83572,-116.54322
LALT502,33.84655,-118.20894
LC-133,33.57853,-117.76178
REF-BC,33.63611,-117.55581
SD-AP,33.44761,-117.6121
SMC00027,34.66254,-119.05249
SMC00036,34.21502,-118.87899
SMC00096,34.09451,-117.78462
SMC00144,34.26705,-117.78759
SMC00190,34.01488,-118.04783
SMC00208,34.24464,-117.90908
SMC00236,34.08951,-117.94783
SMC00254,33.83758,-118.05377
SMC00345,33.21048,-117.22484
SMC00428,34.2481,-118.04976
SMC00574,33.87972,-118.10851
SMC00660,34.26784,-118.93781
SMC00665,33.274,-117.23159
SMC00766,33.65718,-117.83739
SMC00836,34.19071,-119.00511
SMC00857,33.24609,-117.30088
SMC01164,34.35078,-118.57968
SMC01174,33.01677,-117.01646
SMC01987,33.59028,-117.71185
SMC02075,34.6719,-119.03758
SMC02145,33.26934,-117.03146
SMC02417,33.13385,-117.06236
SMC02488,34.24585,-118.54343
SMC02568,34.27866,-118.22031
SMC02680,34.19531,-118.59356
SMC02796,34.08397,-118.08632
SMC02804,34.14534,-118.40866
SMC02902,32.94907,-117.06443
SMC02947,33.69919,-117.81143
SMC02976,34.2579,-117.75661
SMC02988,34.16168,-117.99022
SMC02996,34.22108,-118.42296
SMC03110,32.81105,-117.07335
SMC03390,33.82267,-118.09186
SMC03510,32.56363,-116.78734
SMC03523,33.58478,-117.66437
SMC03646,33.9784,-118.1691
SMC03737,33.11968,-117.09259
SMC04134,32.82874,-117.05243
SMC04426,33.00696,-116.66995
SMC04661,33.40606,-117.22499
SMC04670,33.86506,-118.10456
SMC04682,32.97115,-116.64814
SMC04750,34.041,-118.58149
SMC04795,34.47989,-119.17067
SMC04956,34.42708,-118.57409
SMC05146,32.84526,-116.61346
SMC05332,34.18682,-118.90741
SMC05402,32.80468,-116.57311
SMC05423,34.28649,-119.30791
SMC05694,33.87163,-118.19135
SMC05902,34.03432,-118.51218
SMC05968,34.23489,-117.80554
SMC06188,34.28315,-118.19731
SMC06252,34.19437,-118.01792
SMC06298,32.91213,-116.57126
SMC07128,34.34428,-118.36042
SMC08540,34.44828,-118.61769
SMC09091,33.71335,-117.79574
SMC09118,33.80876,-117.86259
SMC09162,32.84087,-116.70988
SMC09325,33.56252,-117.12886
SMC11384,34.09552,-118.66521
SMC11430,32.84837,-116.86004
SMC12814,34.04892,-118.84641
SMC13214,33.80453,-117.87242
SMC13630,33.86119,-118.10351
SMC16169,33.74655,-117.59351
SMC16266,32.81855,-116.75313
SMC16446,34.41319,-119.27282
SMC19809,34.50141,-119.3531
SMC40887,33.76317,-117.46378
SMCR8_218,33.80978,-116.7403
SMCR8_327,34.23294,-117.42894
SMCR8_688,33.75289,-116.70609
