"objectid","stationcode","sampleid","mmi_score","clinger_percenttaxa","clinger_percenttaxa_predicted","clinger_percenttaxa_score","coleoptera_percenttaxa","coleoptera_percenttaxa_predict","coleoptera_percenttaxa_score","taxonomic_richness","taxonomic_richness_predicted","taxonomic_richness_score","ept_percenttaxa","ept_percenttaxa_predicted","ept_percenttaxa_score","shredder_taxa","shredder_taxa_predicted","shredder_taxa_score","intolerant_percent","intolerant_percent_predicted","intolerant_percent_score","lastupdatedate","processed_by","record_origin","origin_lastupdatedate","record_publish","globalid","created_user","created_date","last_edited_user","last_edited_date","login_email","login_agency","login_owner","login_year","login_project"
8900,"911TCCTCx","911TCCTCx_06062007_BMI_TRC_1",1.2475611,0.51202381,0.28993443,1,0.20790353,0.14142945,0.90840889,27.65,26.32193333,0.70680504,0.3797998,0.38133254,0.74428881,3.85,1.35087619,0.94968247,0.06952525,0.11540258,0.39174811,"","human","SMC","2018-09-05 00:00:00","true","{24F4E954-55AB-47F5-90B2-98EAE6692F2D}",NA,NA,NA,NA,NA,NA,NA,NA,NA
2381,"628CE0088","628CE0088_04142015_BMI_RWB_1",0.8299703,0.33122711,0.45121302,0.52177567,0.03955657,0.03023393,0.64412734,21.2,23.8447,0.59967537,0.39695301,0.55125234,0.45914157,1.95,1.94216667,0.55365998,0.0812884,0.14958593,0.34903007,"","machine","SWAMP","2017-08-03 00:00:00","false","{26D358BE-C5CE-49FB-B0CF-90123D42C970}",NA,NA,NA,NA,NA,NA,NA,NA,NA
2338,"603PS0044","603PS0044_08302011_BMI_RWB_1",1.06255381,0.66796433,0.57844678,0.86003789,0.03286395,0.11984244,0.19880846,30.45,28.41203333,0.72594821,0.61112799,0.52254734,0.91249041,2.65,2.0336,0.65039944,0.27200747,0.17912974,0.65612319,"","machine","SWAMP","2013-06-07 00:00:00","false","{7AD5221D-B1E9-4B2F-B885-7C4F90736D85}",NA,NA,NA,NA,NA,NA,NA,NA,NA
793,"201RDW080","201RDW080_05072015_BMI_RWB_1",0.93692604,0.46855044,0.57428197,0.54479066,0.24725882,0.10018605,1,39.65,40.06746667,0.65973497,0.39580879,0.49389561,0.56406532,2.65,4.15533333,0.31312279,0.26572056,0.28169875,0.44871603,"","machine","SWAMP","2016-09-08 00:00:00","false","{05A24BA1-E6EC-4CBC-8141-00D1C8059FCA}",NA,NA,NA,NA,NA,NA,NA,NA,NA
2304,"554PS0224","554PS0224_06172008_BMI_RWB_1",0.55085799,0.24974747,0.527795,0.26657097,0.11914041,0.10715067,0.6564606,16.4,28.5033,0.34461466,0.23470938,0.46146315,0.32390138,0.95,2.44046667,0.31548603,0.0051,0.1680666,0.16865364,"","machine","SWAMP","2011-07-07 00:00:00","false","{85AAE90E-965D-4080-B9E7-28B7991EB594}",NA,NA,NA,NA,NA,NA,NA,NA,NA
7488,"603UOW007","603UOW007_07202000_BMI_SNARL_1",0.80448794,0.66743132,0.56255854,0.88483029,0.05853838,0.06008889,0.59384734,17.25,30.55763333,0.31213859,0.44779172,0.4834268,0.68063493,0,1.93833333,0.2442919,0.1045,0.1903184,0.31564692,"","human","SMC","2018-09-05 00:00:00","false","{EC5D2374-A09F-480A-9E00-0249015C5FCB}",NA,NA,NA,NA,NA,NA,NA,NA,NA
5003,"305SED061","305SED061_05092007_BMI_RWB_1",0.67714019,0.5558181,0.53380608,0.75104413,0.05738716,0.15496713,0.14978475,28.5,37.2099,0.43612112,0.38420447,0.48990101,0.54986136,1.95,2.65736667,0.4399698,0.05198317,0.18550811,0.2247499,"","human","SMC","2018-09-05 00:00:00","false","{67E0E738-05DC-4866-87BA-13785792C906}",NA,NA,NA,NA,NA,NA,NA,NA,NA
1419,"404S26670","404S26670_06182012_BMI_RWB_1",0.52060543,0.22,0.30036232,0.58575154,0,0.10087492,0.13454814,10.2,25.51473333,0.25801511,0.0880303,0.30274925,0.34636503,0.9,2.17353333,0.34997036,0,0.10083122,0.28704245,"","machine","SWAMP","2014-08-09 00:00:00","true","{0967FA04-C54E-4942-A6F8-D074A9145667}",NA,NA,NA,NA,NA,NA,NA,NA,NA
5493,"403STC076","403STC076_02052003_BMI_CSBP_Trans_1",0.76174104,0.50454545,0.48201397,0.75188284,0.1131149,0.12370692,0.55203727,17.75,29.11886667,0.36441939,0.31951862,0.36844448,0.65582695,0,1.50843333,0.31263,0.0018,0.13072259,0.23351894,"","human","SMC","2018-09-05 00:00:00","true","{D636B9EA-3B8D-4439-9307-03F9CA9861EE}",NA,NA,NA,NA,NA,NA,NA,NA,NA
1349,"403WE0560","403WE0560_07132000_BMI_RWB_1",0.60024805,0.24137931,0.51572677,0.27254505,0.08333333,0.1017866,0.51568505,36,32.79876667,0.75731687,0.27777778,0.4898532,0.35129932,1,2.80216667,0.26593733,0.04273504,0.24225339,0.09901027,"","machine","SWAMP","2012-10-04 00:00:00","true","{C43AE62A-9D16-4F59-BBCF-84E4D9CD1210}",NA,NA,NA,NA,NA,NA,NA,NA,NA
3529,"526CE0317","526CE0317_08072007_BMI_TRC_1",0.78211295,0.56333333,0.63468614,0.60029821,0,0.04315324,0.40146664,33.35,31.6749,0.71616315,0.53231395,0.64146411,0.54341497,3.95,4.74063333,0.42673349,0.2791,0.39464784,0.25900233,"","machine","SWAMP","2013-12-04 00:00:00","false","{B90163F9-B461-47F1-902C-0812C830F459}",NA,NA,NA,NA,NA,NA,NA,NA,NA
8397,"902SSMR05","902SSMR05_11112000_BMI_CSBP_Trans_1",0.8318101,0.3979601,0.37148538,0.75824956,0.14882857,0.15511443,0.57194998,26.2,26.84023333,0.65372784,0.26393506,0.40677146,0.48053777,0.75,0.99026667,0.51422132,0.0029,0.17268826,0.15565608,"","human","SMC","2018-09-05 00:00:00","true","{9972C335-BC71-4802-BE5A-11C63931FE16}",NA,NA,NA,NA,NA,NA,NA,NA,NA
1347,"403WE0540","403WE0540_06212000_BMI_RWB_1",0.94273226,0.17391304,0.27489332,0.55246198,0.18518519,0.14214706,0.80003558,27,28.2775,0.6365433,0.2962963,0.38122486,0.58862592,1,1.62046667,0.45378366,0.09109731,0.06921253,0.52085773,"","machine","SWAMP","2012-10-04 00:00:00","true","{4FAF9C99-9D82-406D-A248-8A88DEB76BC1}",NA,NA,NA,NA,NA,NA,NA,NA,NA
6758,"526SED017","526SED017_08092007_BMI_RWB_1",0.97048314,0.70858408,0.65233269,0.80632668,0.10911413,0.10873424,0.60277396,45.9,39.84436667,0.83428866,0.57635746,0.61506455,0.67490084,2.7,4.6416,0.24377262,0.32890279,0.32068712,0.49481348,"","human","SMC","2018-09-05 00:00:00","false","{5C5FB5D3-AE40-4C83-BD4B-A61CA3520AB5}",NA,NA,NA,NA,NA,NA,NA,NA,NA
30,"203TEM060","203TEM060_04192005_BMI_CSBP_Comp_1",0.07558393,0,0.43368028,0.01528786,0,0.09110488,0.17972708,12,35.59246667,0.03479766,0.08333333,0.46458167,0.03552877,0,4.21076667,0,0,0.24126631,0.01946634,"","machine","SWAMP","2012-04-11 00:00:00","false","{AD9B9C3D-2E15-41BE-A784-253A8A7BBFB4}",NA,NA,NA,NA,NA,NA,NA,NA,NA
20,"201WBB010","201WBB010_04132005_BMI_CSBP_Comp_1",1.01235185,0.63333333,0.47623912,0.96914651,0.10540541,0.09391095,0.65417032,37.95,40.08266667,0.61348287,0.50067568,0.49622233,0.75546218,4,5.07593333,0.38138141,0.2627,0.28272873,0.44099838,"","machine","SWAMP","2012-04-12 00:00:00","false","{1A6D1D30-2E0C-4436-80B2-7F2568F38967}",NA,NA,NA,NA,NA,NA,NA,NA,NA
1448,"405PS0030","405PS0030_05212008_BMI_RWB_1",0.94769803,0.58580357,0.53562704,0.79651826,0.03813853,0.07379827,0.43611831,20.85,23.60526667,0.59669383,0.47543917,0.49173377,0.71673499,1.6,1.45736667,0.57508817,0.1316,0.14697456,0.44986614,"","machine","SWAMP","2011-07-07 00:00:00","true","{A7BF4EAA-502F-4F45-8050-353B15E03F48}",NA,NA,NA,NA,NA,NA,NA,NA,NA
7581,"631KIR001","631KIR001_09282000_BMI_SNARL_1",1.00874652,0.47917602,0.49823263,0.68473513,0.05842795,0.0611331,0.58850799,26.75,26.9714,0.66502211,0.43392815,0.39633779,0.81731423,3.15,2.6342,0.63440778,0.11149669,0.14723351,0.41106919,"","human","SMC","2018-09-05 00:00:00","false","{3FEB3318-7EB1-4752-BF8B-B7C52061EF33}",NA,NA,NA,NA,NA,NA,NA,NA,NA
472,"106WE1055","106WE1055_07202015_BMI_RWB_1",1.08663831,0.568647,0.59752847,0.66887201,0.13087046,0.11578033,0.67079754,45.85,43.73436667,0.72804257,0.60957516,0.57459007,0.81245135,7.9,7.13886667,0.67340666,0.46972917,0.437278,0.54099026,"","machine","SWAMP","2017-08-03 00:00:00","false","{336EA944-5582-4DA5-BE79-953707E9639A}",NA,NA,NA,NA,NA,NA,NA,NA,NA
5480,"403STC027","403STC027_10302001_BMI_CSBP_Trans_1",1.06029631,0.43280987,0.41883709,0.73806406,0.08854197,0.13354254,0.39292414,27.65,25.0008,0.74243074,0.35484192,0.38223107,0.69602641,4.55,1.92336667,0.96995174,0.08693662,0.09914225,0.45590403,"","human","SMC","2018-09-05 00:00:00","true","{5CE45FAF-391A-4B2B-9AD8-A4170B9D37CE}",NA,NA,NA,NA,NA,NA,NA,NA,NA
8663,"906LPTEC3","906LPTEC3_11111999_BMI_CSBP_Trans_1",0.49766675,0.13859127,0.31928004,0.42376545,0,0.10407959,0.11972899,14.05,26.4469,0.33669744,0.106734,0.3805963,0.23597072,1,1.11916667,0.53347171,0,0.13306664,0.22562313,"","human","SMC","2018-09-05 00:00:00","true","{5757C73C-6E2E-4C0D-96CC-154132A23F5C}",NA,NA,NA,NA,NA,NA,NA,NA,NA
1727,"517FCA139","517FCA139_06242009_BMI_RWB_1",0.96225824,0.45631105,0.5567266,0.5533738,0.10031688,0.09995412,0.60269476,47.8,41.6682,0.83634257,0.50740969,0.54538118,0.67627388,6.6,6.0688,0.63685581,0.3164,0.39975361,0.32034318,"","machine","SWAMP","2015-02-04 00:00:00","false","{8D591A2F-CA69-4FEC-B1E7-BA578D3416A3}",NA,NA,NA,NA,NA,NA,NA,NA,NA
5648,"404SMB011","404SMB011_03042003_BMI_CSBP_Trans_1",1.02354907,0.46122607,0.37894878,0.84834783,0.05544077,0.08956421,0.44322255,15.4,27.6463,0.34075852,0.61916532,0.41968759,1,1.5,2.10683333,0.45595086,0.29691643,0.14503025,0.76855415,"","human","SMC","2018-09-05 00:00:00","true","{05AB3AEB-23E5-44EC-AC4A-AAA21EEF7D9C}",NA,NA,NA,NA,NA,NA,NA,NA,NA
2581,"801CYC398","801CYC398_06052014_BMI_RWB_1",0.83074213,0.37136942,0.44523937,0.59623405,0.044053,0.10031828,0.34083354,40.8,23.633,1,0.2635453,0.3859556,0.5186642,0,1.4165,0.32724398,0.0422,0.11138321,0.34734256,"","machine","SWAMP","2016-05-05 00:00:00","true","{8027DFC4-2B2D-4494-87A2-FD89211C66BB}",NA,NA,NA,NA,NA,NA,NA,NA,NA
302,"105CE0149","105CE0149_09272005_BMI_RWB_1",0.95632411,0.72413793,0.68062312,0.78576232,0.14705882,0.13509929,0.65632093,34,37.5775,0.57452148,0.58823529,0.57507291,0.77171808,3,4.09513333,0.37832932,0.34146341,0.3636581,0.43687151,"","machine","SWAMP","2013-12-04 00:00:00","false","{ADCF3A9B-A6D4-48E9-AF27-55540DE676FD}",NA,NA,NA,NA,NA,NA,NA,NA,NA
5048,"308BSR","308BSR_04222001_BMI_CSBP_Trans_1",1.04372155,0.70712438,0.65263017,0.80348955,0.09445539,0.06230833,0.74967273,31.9,28.5571,0.76113706,0.53440476,0.54387977,0.72946413,1,2.2056,0.36076923,0.22234585,0.19654818,0.52831311,"","human","SMC","2018-09-05 00:00:00","false","{3290DDB4-2320-4FF3-B1AC-53A5492B83E1}",NA,NA,NA,NA,NA,NA,NA,NA,NA
5238,"310SSU","310SSU_03312003_BMI_CSBP_Trans_1",1.08578681,0.59264591,0.53888528,0.80230513,0.1158729,0.08071778,0.76358274,26.8,33.3892,0.49330794,0.5403846,0.48002883,0.85980713,2.85,1.50816667,0.76571635,0.1398,0.17786534,0.40663258,"","human","SMC","2018-09-05 00:00:00","false","{E73B5A80-2C5C-4361-BAE0-A0D8556FEDCF}",NA,NA,NA,NA,NA,NA,NA,NA,NA
6,"201EAS020","201EAS020_04132005_BMI_CSBP_Comp_1",0.75404773,0.54545455,0.56871366,0.67794981,0.07692308,0.09295845,0.52686597,26,38.2016,0.3419639,0.57692308,0.49676931,0.89676118,3,4.85533333,0.25748581,0.14344262,0.3212906,0.14029961,"","machine","SWAMP","2012-04-12 00:00:00","false","{6EF90EEC-BEE8-4982-83EC-ABEC7639F039}",NA,NA,NA,NA,NA,NA,NA,NA,NA
10287,"802PVD243","802PVD243_06072006_BMI_RWB_1",0.31405288,0,0.27474368,0.27190531,0,0.12748954,0.01147595,5.7,24.74936667,0.15730695,0,0.34091206,0.11081865,0,1.0025,0.39305458,0,0.12613994,0.23882081,"2017-04-04 16:00:20.887","human","SMC","2018-09-05 00:00:00","true","{B7483500-E872-4A32-894B-225859B5E5A2}",NA,NA,NA,NA,NA,NA,NA,NA,NA
1208,"312SIV","312SIV_03302007_BMI_RWB_1",0.98834466,0.44070191,0.48766475,0.639678,0.22405865,0.10757907,1,34.8,29.82283333,0.80520671,0.3061996,0.40645164,0.56002382,1,1.55253333,0.46458253,0.0443,0.16211158,0.25468914,"","machine","SWAMP","2012-08-01 00:00:00","false","{454E8794-8953-4F99-9C64-D950C3DE7E47}",NA,NA,NA,NA,NA,NA,NA,NA,NA
433,"106FCA008","106FCA008_06232009_BMI_RWB_1",0.79959095,0.49459085,0.58277482,0.57312277,0.08295763,0.12956401,0.38549852,44.55,41.05813333,0.7651541,0.41759902,0.49867777,0.59581181,4.6,6.4171,0.26356349,0.3478336,0.37374656,0.42978694,"","machine","SWAMP","2015-02-04 00:00:00","false","{81CE4EC4-6795-43E8-94CD-D3219D5C127F}",NA,NA,NA,NA,NA,NA,NA,NA,NA
2354,"603PS0108","603PS0108_07242012_BMI_RWB_2",1.23029719,0.71348584,0.492331,1,0.07175908,0.12358141,0.36137878,27.9,26.57536667,0.70671246,0.62015512,0.47439133,1,1.95,1.85327778,0.56779001,0.4259,0.1350738,1,"","machine","SWAMP","2014-08-09 00:00:00","false","{4829760E-F96A-4DB4-8E28-DE0C3A7ADDF0}",NA,NA,NA,NA,NA,NA,NA,NA,NA
7550,"630RBS003","630RBS003_07252000_BMI_SNARL_1",0.99672024,0.71034495,0.64417319,0.82234402,0.03055148,0.0551313,0.48735443,33.05,30.21463333,0.74745091,0.55974227,0.56166305,0.74356451,1.6,2.37743333,0.4288318,0.20554937,0.18086361,0.52619455,"","human","SMC","2018-09-05 00:00:00","false","{E3E3CB8C-E425-444C-9B2C-B40C991CD05F}",NA,NA,NA,NA,NA,NA,NA,NA,NA
1718,"516PS0516","516PS0516_08062013_BMI_RWB_1",0.69985513,0.48755082,0.54792824,0.61801896,0.08761443,0.13782401,0.3688365,34.3,33.8096,0.68421651,0.31522083,0.45345366,0.48913057,0,1.79043333,0.2678025,0.00170582,0.14343495,0.20911817,"","machine","SWAMP","2015-02-04 00:00:00","false","{E86FFACB-A93B-4C20-BCC5-8EE1DE1915C1}",NA,NA,NA,NA,NA,NA,NA,NA,NA
5697,"405SMB060","405SMB060_03052003_BMI_CSBP_Trans_1",0.59233826,0.25,0.40207243,0.4699691,0.16666667,0.1394053,0.72708016,6,26.42953333,0.12008936,0.33333333,0.41060422,0.60291941,0,2.28096667,0.18982595,0,0.18739723,0.12210506,"","human","SMC","2018-09-05 00:00:00","true","{92D730DD-8869-49D5-ABC0-4A1A144A6A8D}",NA,NA,NA,NA,NA,NA,NA,NA,NA
6082,"515YRMxxx","515YRMxxx_10131999_BMI_CSBP_Trans_1",0.96389584,0.75065359,0.52852302,1,0.06620853,0.13083347,0.3021765,26.25,33.5523,0.47407848,0.57526932,0.44243704,0.99508852,0,1.82836667,0.26177251,0.2128,0.1499351,0.59893865,"","human","SMC","2018-09-05 00:00:00","false","{5659D712-C490-4A11-86FB-3CC0DCE5382F}",NA,NA,NA,NA,NA,NA,NA,NA,NA
211,"628PS0715","628PS0715_06092010_BMI_RWB_MCM_2",0.62448981,0.29047619,0.4073958,0.52672649,0.07252747,0.10464615,0.45249301,13.8,22.63193333,0.43283037,0.14505495,0.37069055,0.32598849,0,0.97473333,0.39746844,0,0.13726048,0.21763245,"","machine","SWAMP","2012-03-08 00:00:00","false","{C6B079DF-F2FC-4F3F-BC1A-29300C2E7EE3}",NA,NA,NA,NA,NA,NA,NA,NA,NA
2406,"631FC1099","631FC1099_07092014_BMI_RWB_1",0.8651615,0.658689,0.65938949,0.71437274,0.10962539,0.06373928,0.8132053,34.65,35.1407,0.65776016,0.49663119,0.55558607,0.63710725,0,1.99923333,0.23461106,0.1304,0.27536255,0.20295741,"","machine","SWAMP","2016-08-04 00:00:00","false","{4207C8F4-3BCD-46B7-AD43-33D1B9AEC104}",NA,NA,NA,NA,NA,NA,NA,NA,NA
3372,"310CE0308","310CE0308_05232007_BMI_TRC_1",0.70838175,0.65128788,0.58866762,0.81660978,0.08329089,0.08224657,0.60584643,24.05,34.33866667,0.39354808,0.20376294,0.47016809,0.2498899,0.9,1.67753333,0.42881591,0.0125,0.172376,0.17454227,"","machine","SWAMP","2013-12-04 00:00:00","false","{A99082F4-2C42-4D84-9BE3-7A130580FB62}",NA,NA,NA,NA,NA,NA,NA,NA,NA
2307,"554SED027","554SED027_08242011_BMI_RWB_1",1.02408906,0.49065263,0.57276298,0.58292918,0.06803078,0.06643293,0.60840613,41.15,35.73043333,0.81713648,0.49572789,0.52184983,0.69839173,4,3.40753333,0.64659493,0.26686783,0.25309056,0.50541019,"","machine","SWAMP","2013-06-07 00:00:00","false","{CCB916B0-3820-4F5F-9C46-2C34AC7FD39E}",NA,NA,NA,NA,NA,NA,NA,NA,NA
93,"902RCWGRx","902RCWGRx_06172005_BMI_CSBP_Comp_2",0.51070979,0.25357143,0.25392252,0.71493686,0,0.15234214,0,12.85,26.58733333,0.3005513,0.23365385,0.39800307,0.4403829,0,1.6258,0.29397307,0,0.15986629,0.17456076,"","machine","SWAMP","2012-03-08 00:00:00","true","{142A7565-7ACD-4299-AB35-1DD71D5A10FA}",NA,NA,NA,NA,NA,NA,NA,NA,NA
9166,"SMC00924","SMC00924_06252014_BMI_RWB_1",1.0240907,0.41722146,0.38938204,0.76045299,0.07616239,0.07218649,0.61940277,26.3,23.89356667,0.73588429,0.33071795,0.37790409,0.65907423,1.7,1.72453333,0.54851489,0.139,0.10940639,0.53554566,"","human","SMC","2018-09-05 00:00:00","false","{30BDB2C6-5D65-4B44-B88D-1D0B64831407}",NA,NA,NA,NA,NA,NA,NA,NA,NA
796,"201RDW080","201RDW080_06292015_BMI_RWB_2",0.78418869,0.42099252,0.57428197,0.46800411,0.18602433,0.10018605,0.99795349,31.15,40.06746667,0.43052387,0.39161968,0.49389561,0.55624611,2.7,4.15533333,0.32107093,0.12526548,0.28169875,0.18110184,"","machine","SWAMP","2016-09-08 00:00:00","false","{4F771669-4AEF-442A-9271-3DFCEFCCDF1F}",NA,NA,NA,NA,NA,NA,NA,NA,NA
1461,"407CE0668","407CE0668_05222007_BMI_RWB_1",0.27020507,0,0.35937361,0.13526267,0,0.08409787,0.21212912,8.5,25.3913,0.2155014,0,0.39007542,0.01905252,0,2.37336667,0.17513779,0,0.11445956,0.26107588,"","machine","SWAMP","2013-12-04 00:00:00","true","{C2FF3371-8E0E-426E-8527-AF00E3323F0D}",NA,NA,NA,NA,NA,NA,NA,NA,NA
2833,"901S39498","901S39498_05182010_BMI_RWB_1",0.34377975,0.11914683,0.41704512,0.2345201,0,0.14148358,0,15.35,28.4138,0.3187138,0.13053571,0.44200811,0.16576939,0,1.0642,0.38324657,0,0.1501119,0.19314617,"","machine","SWAMP","2011-07-07 00:00:00","true","{D4A15245-837F-48DC-9EDD-67D3B7A6E2C1}",NA,NA,NA,NA,NA,NA,NA,NA,NA
1741,"517PS0074","517PS0074_09202011_BMI_RWB_1",1.05478729,0.66702511,0.68891883,0.68015436,0.08170439,0.09640375,0.53304401,35.55,36.6141,0.64229785,0.6849802,0.62958034,0.85055666,4.55,3.42853333,0.73068625,0.3909,0.36012139,0.53780347,"","machine","SWAMP","2013-06-07 00:00:00","false","{61D8AC8E-63E2-413C-9E6A-BF0344CFEE3D}",NA,NA,NA,NA,NA,NA,NA,NA,NA
4688,"205LGBxxx","205LGBxxx_06241998_BMI_CSBP_Trans_1",0.62269466,0.52723156,0.51382235,0.73715412,0.03466632,0.12942849,0.16281491,19.45,37.3309,0.18881583,0.44102457,0.47662198,0.68070523,1,2.4792,0.31727702,0.067,0.18223004,0.25960785,"","human","SMC","2018-09-05 00:00:00","false","{1747ADBE-C26D-42E2-9240-14751D1EDAE2}",NA,NA,NA,NA,NA,NA,NA,NA,NA
48,"204SAU030","204SAU030_04142005_BMI_CSBP_Comp_1",0.5095031,0.5,0.43786387,0.81582812,0.22222222,0.09947283,1,9,35.97106667,0,0.11111111,0.46069491,0.09463237,0,4.30446667,0,0,0.24655086,0.00939748,"","machine","SWAMP","2012-04-11 00:00:00","false","{41941239-5DC6-471F-8BE0-4FEA5EC79C00}",NA,NA,NA,NA,NA,NA,NA,NA,NA
1988,"521BTCLBC","521BTCLBC_08072008_BMI_RWB_1",0.72343631,0.50798587,0.64762639,0.49004154,0.08624774,0.12156646,0.43769526,41.15,37.82296667,0.7607092,0.46980674,0.52818204,0.63818906,1,2.71673333,0.27951805,0.0328,0.22139322,0.11982631,"","machine","SWAMP","2011-07-07 00:00:00","false","{6B81A4FD-7C4F-474E-8674-C0C19F5025DE}",NA,NA,NA,NA,NA,NA,NA,NA,NA
10285,"802NJR163","802NJR163_05192007_BMI_RWB_1",1.05948252,0.58793258,0.52581982,0.81579038,0.04460427,0.13136503,0.19981531,22.45,27.76303333,0.52772106,0.56111095,0.50855756,0.84524357,3,2.6776,0.60366438,0.58721523,0.13207818,1,"2017-04-04 16:00:20.887","human","SMC","2018-09-05 00:00:00","true","{8DFB5C18-3F3F-4A35-B3A0-9003BC605EFC}",NA,NA,NA,NA,NA,NA,NA,NA,NA
1816,"518PS0033","518PS0033_06292009_BMI_RWB_1",1.05550453,0.57325993,0.54578006,0.75987246,0.03759502,0.0627882,0.48451811,46.45,43.65626667,0.74632822,0.6072186,0.59337243,0.77299439,9.6,7.99353333,0.8077832,0.3359,0.37442916,0.40574884,"","machine","SWAMP","2011-07-07 00:00:00","false","{FD1C526F-059A-4F19-9C58-1F25AAD346E6}",NA,NA,NA,NA,NA,NA,NA,NA,NA
688,"113GAR112","113GAR112_08042009_BMI_RWB_1",0.90333951,0.57259379,0.54378986,0.76201028,0.10987649,0.13558245,0.48214691,43.2,37.4034,0.82730356,0.52105618,0.49239645,0.80064474,3,4.34636667,0.33839257,0.1150437,0.26503584,0.19337435,"","machine","SWAMP","2012-07-12 00:00:00","false","{95F2CF4A-9A6E-4A8E-9C7E-B7378B6C459E}",NA,NA,NA,NA,NA,NA,NA,NA,NA
333,"105FCA040","105FCA040_09202008_BMI_RWB_1",0.53346858,0.61237045,0.6927432,0.58573469,0.15155526,0.12664934,0.71618804,28.95,36.8378,0.45828988,0.26825958,0.56886172,0.18605933,0,3.0732,0.06389033,0,0.32798705,0,"","machine","SWAMP","2015-02-04 00:00:00","false","{09B587A8-FA31-4FE1-9E3E-1A4996A9BC82}",NA,NA,NA,NA,NA,NA,NA,NA,NA
2037,"526FCA044","526FCA044_09052008_BMI_RWB_1",0.40193812,0.3125,0.65836325,0.15707637,0.04056927,0.10420481,0.30675169,24.7,34.56996667,0.40483875,0.19250578,0.47808239,0.21410531,0,1.8557,0.25742752,0,0.15998065,0.17434288,"","machine","SWAMP","2015-02-04 00:00:00","false","{5ED2B3E1-8858-4528-8F16-F193C3D809E1}",NA,NA,NA,NA,NA,NA,NA,NA,NA
216,"801DRC025","801DRC025_06252014_BMI_RWB_MCM_2",1.0327416,0.40689128,0.46426761,0.6228645,0.04320248,0.05407409,0.5507444,46.35,23.11856667,1,0.25779744,0.51446664,0.26806258,3,2.1528,0.68708805,0.2962,0.14737964,0.76271274,"","machine","SWAMP","2016-05-05 00:00:00","true","{D8CEC407-F3C0-42BC-A4F3-7AC46EEDBD00}",NA,NA,NA,NA,NA,NA,NA,NA,NA
9116,"SMC00464","SMC00464_05082009_BMI_RWB_1",1.07146856,0.67767202,0.53901743,0.93937406,0.1779475,0.07625035,1,26.95,24.37516667,0.74042536,0.42108425,0.46165236,0.67142714,0,1.216,0.35911602,0.0864,0.16623008,0.32705669,"","human","SMC","2018-09-05 00:00:00","false","{71900354-00EB-486C-A76B-1E5106FC4273}",NA,NA,NA,NA,NA,NA,NA,NA,NA
7448,"603RCK001","603RCK001_07312008_BMI_RWB_2",1.14509879,0.67659219,0.6217486,0.80405365,0.14296585,0.0630617,0.97051268,32.15,30.7298,0.70928951,0.50227425,0.51909223,0.71575809,3.75,2.43443333,0.76154093,0.14149275,0.20734436,0.35369038,"","human","SMC","2018-09-05 00:00:00","false","{0CE300E1-A1C0-4D84-8FC0-3E3AF2D39291}",NA,NA,NA,NA,NA,NA,NA,NA,NA
2852,"901TCSMP1","901TCSMP1_05052010_BMI_RWB_1",0.36210052,0,0.37259904,0.11390902,0,0.14700828,0,4.75,26.5683,0.08263986,0.2125,0.39768423,0.40149321,0.75,1.23326667,0.47559336,0,0.09886171,0.29079504,"","machine","SWAMP","2012-05-03 00:00:00","true","{150A202B-02EC-480E-A509-EE6720ACF827}",NA,NA,NA,NA,NA,NA,NA,NA,NA
880,"205COY140","205COY140_06172009_BMI_RWB_1",0.8892737,0.49438059,0.48619621,0.72871815,0.08201451,0.09249768,0.55254064,34.1,39.0706,0.53695512,0.46933679,0.48052518,0.72626601,2,2.47856667,0.47634048,0.1104,0.18865873,0.33005064,"","machine","SWAMP","2011-07-07 00:00:00","false","{E11743F2-A29F-4C90-81AB-C075C2D42C50}",NA,NA,NA,NA,NA,NA,NA,NA,NA
10014,"402M00029","402M00029_06062016_BMI_RWB_1",0.25053268,0,0.4544075,0,0,0.09040994,0.18294066,9.55,28.00593333,0.17330948,0.07111111,0.41691683,0.10168436,0,1.84503333,0.25912313,0,0.13235752,0.22697424,"2018-01-11 14:31:20.873","human","SMC","2018-09-05 00:00:00","true","{A5BB408A-A8F1-4129-8222-6710069592BD}",NA,NA,NA,NA,NA,NA,NA,NA,NA
1091,"308BSR","308BSR_08052009_BMI_RWB_2",0.59894465,0.38428571,0.65263017,0.28223743,0.04586884,0.06234167,0.52484307,19.5,28.5401,0.42721694,0.33417398,0.54387977,0.35572236,1.85,2.2056,0.49588761,0.0348,0.19654818,0.17097514,"","machine","SWAMP","2012-06-07 00:00:00","false","{08866801-B061-4966-A9A3-416193FE220B}",NA,NA,NA,NA,NA,NA,NA,NA,NA
2598,"801LYC271","801LYC271_06022007_BMI_RWB_1",0.93905722,0.3,0.45496268,0.46530254,0.08695652,0.05252021,0.76025878,23,20.3589,0.74221231,0.39130435,0.42576565,0.68282585,1,1.395,0.48962447,0.06237006,0.1048421,0.39823633,"","machine","SWAMP","2016-10-06 00:00:00","true","{E277A8C1-BD45-4BAF-8436-8DE20B78A896}",NA,NA,NA,NA,NA,NA,NA,NA,NA
