StationCode,County,CALWNUM,PSARegion,PSA9c_1987,PSA6c,PSA9c,PSA10c,Eco_III_1987,Eco_III_2010,New_Lat,New_Long,ELEV_RANGE,BDH_AVE,PPT_00_09,LPREM_mean,KFCT_AVE,TEMP_00_09,P_MEAN,N_MEAN,PRMH_AVE,AREA_SQKM,SITE_ELEV,MgO_Mean,S_Mean,SumAve_P,CaO_Mean,FlowStatus,Ag_2000_1K,Ag_2000_5K,Ag_2000_WS,CODE_21_2000_1K,CODE_21_2000_5K,CODE_21_2000_WS,URBAN_2000_1K,URBAN_2000_5K,URBAN_2000_WS,RoadDens_1K,RoadDens_5K,RoadDens_WS,PAVED_INT_1K,PAVED_INT_5K,PAVED_INT_WS,PerManMade_WS,InvDamDist,MINES_5K,MINES_WS,GravelMineDensL_R5K,MaxOfCOND,MaxOfW1_HALL,BPJ_Nonref,Active,UCS_Mean,AtmCa,AtmMg,AtmSO4,MINP_WS,MEANP_WS,TMAX_WS,XWD_WS,MAXWD_WS,LST32AVE,PCT_CENOZ,PCT_NOSED,PCT_QUART,PCT_SEDIM,PCT_VOLCNC,MAFLOWU,MAX_ELEV,NHD_SO,FinalCaty5,final_wgt5,LogWSA,Invasives,W1_Hall_screening,CondQR01,CondQR50,CondQR99,CondQR99c,SiteStatus,W1Hall.PF,Cond.PF,Ag.PF,Urb.PF,AgUrb.PF,Cd21.PF,RoadDens.PF,Intersections.PF,Dams.PF,ManMade.PF,Mines.PF,RegionalStrata,DevelopmentSet,SiteSet
206SPA170,Contra Costa,2206.600105,Coastal_Chaparral,CHco,CH,CHco,CHco,6,6,37.901498,-122.207083,468,1.53,63703.39844,-0.716333333,0.301,2057.800049,0.154966667,0.0372,1.956,32.86950064,103.3499985,2.5372,0.229166667,640.4646,6.1434,Perennial,0,0,0,40.3467,41.8216,39.6156,5.6784,8.4189,7.7709,4.847307814,6.555187914,6.242853588,2,40,45,45.56380681,0,0,0,NA,NA,NA,FALSE,TRUE,88.1086,0.0491,0.0491,0.314733333,0.7375,689.9112667,269.0416667,60.4353,10.12596667,28.1265,100,0,0,100,0,14.24603,571,2,NA,NA,1.516793106,Not detected,0,31,288.6979167,950.2954545,950.2954545,Stressed,Missing,Missing,Pass,Fail,Fail,Fail,Fail,Fail,Pass,Fail,NA,CH,Validation,StressVal
206SPA200,Contra Costa,2206.600105,Coastal_Chaparral,CHco,CH,CHco,CHco,6,6,37.891294,-122.193922,221,1.53,69742.10156,-0.779733333,0.301,2014.699951,0.115233333,0.047266667,1.956,6.631592094,120.8899994,3.314233333,0.631,625.3074,9.268066667,Perennial,0,0,0,78.0997,63.155,63.155,0,3.6519,3.6519,9.208833814,6.428581613,6.428581613,10,12,12,24.25039083,0,0,0,NA,NA,NA,FALSE,TRUE,74.77063333,0.049266667,0.049266667,0.316466667,0.555533333,672.5294,271.7407333,58.90906667,10,30,100,0,0,100,0,1.94069,342,1,NA,NA,0.821617805,Not detected,0,31,349.1875,1162.123913,2000,Stressed,Missing,Missing,Pass,Fail,Pass,Fail,Fail,Fail,Pass,Fail,NA,CH,Calibration,StressCal
206SPA220,Contra Costa,2206.600105,Coastal_Chaparral,CHco,CH,CHco,CHco,6,6,37.886098,-122.192963,425,1.53,69742.10156,-0.657566667,0.301,2014.699951,0.187966667,0.030533333,1.956,20.80710001,123.0400009,2.7544,0.1189,638.7464333,5.8705,Perennial,0,0,0,29.4118,27.6689,27.6727,25,9.7278,9.7261,7.338141865,5.719215675,5.720073866,1,12,12,30.11534135,0,0,0,NA,NA,NA,FALSE,TRUE,96.40193333,0.049033333,0.049033333,0.313766667,0.653866667,698.9166333,266.2692,61.8942,10.27513333,29.4697,100,0,0,100,0,9.78149,548,1,NA,NA,1.318211555,Not detected,0,30,252,883.7875,883.7875,Stressed,Missing,Missing,Pass,Fail,Fail,Fail,Fail,Fail,Pass,Fail,NA,CH,Validation,StressVal
206SPA240,Contra Costa,2206.600105,Coastal_Chaparral,CHco,CH,CHco,CHco,6,6,37.872631,-122.178574,385,1.53,65659.5,-0.672966667,0.301,2090.800049,0.180166667,0.031366667,1.956,6.836207006,149.2799988,2.339633333,0.055933333,605.4278,4.932833333,Perennial,0,0,0,46.2248,36.0142,36.0142,6.9741,5.0678,5.0678,7.315761307,5.601372072,5.601372072,3,8,8,0,0,0,0,NA,NA,NA,FALSE,TRUE,95.6203,0.0491,0.0491,0.313866667,1,701.4706,268.0833333,62.06033333,10.86986667,32.42426667,100,0,0,100,0,NA,534,NA,NA,NA,0.834815205,Not detected,0,27,228,790.28,790.28,Stressed,Missing,Missing,Pass,Fail,Fail,Fail,Fail,Pass,Pass,Pass,NA,CH,Calibration,StressCal
206WIL100,Contra Costa,2206.600103,Coastal_Chaparral,CHco,CH,CHco,CHco,6,6,37.913105,-122.269795,340,1.53,65192.39844,-0.7245,0.301,2025.400024,0.155533333,0.0398,1.956,8.149499074,151.6300049,2.2295,0.061,722.9824,4.4819,Perennial,0,0,0,20.0573,22.9525,22.8764,4.5845,2.0099,2.0877,4.839663637,4.124558309,4.077055252,0,2,2,3.891341227,1.10936603,0,0,NA,NA,NA,FALSE,TRUE,91.4168,0.048766667,0.048766667,0.313166667,0.587966667,700.4465,256.0231667,60.2778,10,3.204633333,99.99999995,0,0,99.99999993,0,3.20936,492,2,NA,NA,0.911130915,Not detected,0,27,227.2931034,888.4566667,888.4566667,Intermediate,Missing,Missing,Pass,Fail,Pass,Fail,Fail,Pass,Fail,Pass,NA,CHco,Other,Other
206WIL170,Contra Costa,2206.600103,Coastal_Chaparral,CHco,CH,CHco,CHco,6,6,37.893323,-122.24309,307,1.53,66261.70313,-0.585066667,0.301,1975.300049,0.254533333,0.0247,1.956,2.304227263,274.9599915,4.1597,0.0364,771.9333,7.084433333,Perennial,0,0,0,29.7938,20.086,20.086,0,0.6252,0.6252,1.840882348,2.037306856,2.037306856,1,1,1,0,0,0,0,NA,NA,NA,FALSE,TRUE,108.6027,0.0488,0.0488,0.3131,1,734.6333333,254.7778,61,10,11.55553333,100,0,0,100,0,0.13866,582,1,NA,NA,0.362525311,Not detected,0,26,200,714.845,714.845,Intermediate,Missing,Missing,Pass,Pass,Pass,Fail,Fail,Pass,Pass,Pass,NA,CHco,Other,Other
207CE0058,Contra Costa,2207.320206,Coastal_Chaparral,CHco,CH,CHco,CHco,6,6,37.82769661,-122.0053533,519.8700028,1.4749,50988,-0.2845,0.2863,2172.5,0.1172,0.1858,1.3684,91.760331,105.1299973,2.577,0.4519,494.2007,7.0399,Perennial,0,0,0,36.7628,26.0922,23.2358,59.6642,25.1729,22.7474,12.99678526,5.626368591,5.184532198,8,87,169,0,0.606060615,0,0,0,1010,1.590972727,FALSE,TRUE,63.4107,0.0495,0.0518,0.3134,0.4505,576.4927,297.0991,54.3833,9.0244,64.1792,61.86998138,0,0,100,0,5.63047,625,4,NA,NA,1.962654971,Detected,1.590972727,36,399.2818182,1163.908108,2000,Stressed,Fail,Pass,Pass,Fail,Fail,Fail,Fail,Fail,Fail,Pass,Pass,CH,Validation,StressVal
207CE0166,Contra Costa,2207.330003,Coastal_Chaparral,CHco,CH,CHco,CHco,6,6,37.97197859,-122.0661615,521.8800001,1.4976,51945.19922,0.1217,0.2941,2246.5,0.1244,0.2871,1.2026,36.212443,7.11999989,2.7691,0.4673,428.9018,6.1237,Perennial,0,0.0898,0.1168,9.7231,24.1257,24.908,90.2125,64.3404,55.6622,9.379649201,11.3401026,10.37480658,3,124,173,23.17499201,0.153609826,0,0,0,1620,5.075809091,FALSE,TRUE,48.1682,0.0501,0.0547,0.3227,0,543.4074,299.0233,53.7281,9.0088,52.4248,18.43896585,0,0,100,0,2.84712,529,3,NA,NA,1.558857825,Detected,5.075809091,46.567,426.7653061,1166.025385,2000,Stressed,Fail,Pass,Pass,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Pass,CH,Validation,StressVal
207CE0230,Contra Costa,2207.320206,Coastal_Chaparral,CHco,CH,CHco,CHco,6,6,37.85521991,-122.0302701,551.1100006,1.4801,54682.10156,-0.3395,0.2873,2216,0.1173,0.171,1.47,120.388609,73.88999939,2.7655,0.4823,489.5133,7.5772,Perennial,0,0.0372,0.0127,48.0893,32.5858,25.4089,47.3594,23.9547,22.3553,10.10975103,5.644046147,5.195030668,9,79,213,0,0.189753321,0,0,0,831,1.5,FALSE,TRUE,64.657,0.0495,0.052,0.3141,0.3793,574.7059,297.1586,54.5547,9.0507,64.2174,64.28905566,0,0,100,0,8.77986,625,4,NA,NA,2.080585397,Detected,1.5,46,399.9892704,1164.995455,2000,Stressed,Pass,Pass,Pass,Fail,Fail,Fail,Fail,Fail,Fail,Pass,Pass,CH,Validation,StressVal
207CE0326,Contra Costa,2207.320102,Coastal_Chaparral,CHco,CH,CHco,CHco,6,6,37.88953999,-122.0696917,564.5299988,1.5138,59760,-0.7814,0.2972,2191.699951,0.1129,0.0478,1.599,57.207567,45.47000122,3.6083,0.6482,497.1738,10.1823,Perennial,0,0,0,52.1886,40.7322,32.3054,46.1279,23.8672,15.2048,12.33847937,7.386094765,5.417046423,2,43,72,20.80101496,0.166112957,0,0,0,439,5.660454545,FALSE,TRUE,74.5922,0.0495,0.0532,0.3168,0.3571,663.25,286.9429,58.7953,9.8713,45.0625,100,0,0,100,0,11.90827,610,3,NA,NA,1.757453478,Not detected,5.660454545,46.30090909,406.41,1167.436,2000,Stressed,Fail,Pass,Pass,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Pass,CH,Validation,StressVal
207CE0486,Contra Costa,2207.320205,Coastal_Chaparral,CHco,CH,CHco,CHco,6,6,37.80297956,-122.0342872,348.3099976,1.5351,61983.60156,-0.783,0.3008,2072.199951,0.1143,0.0473,2.3794,5.342716,268.6900024,3.2651,0.5676,559.6083,9.2367,Perennial,0,0,0,12.3119,6.6498,6.6498,2.5308,1.3636,1.3636,1.455128564,1.258565423,1.258565423,0,0,0,0,0,0,0,0,620,2.897272727,FALSE,TRUE,75.6162,0.0492,0.0519,0.3126,1,684,281.8571,58.8333,9.3889,53.7647,100,0,0,100,0,1.01157,617,1,NA,NA,0.727762089,Not detected,2.897272727,59,370,1164.620615,2000,Intermediate,Fail,Pass,Pass,Pass,Pass,Fail,Pass,Pass,Pass,Pass,Pass,CHco,Other,Other
207CE0550,Contra Costa,2207.310104,Coastal_Chaparral,CHco,CH,CHco,CHco,6,6,37.96959253,-122.0537497,614.9300003,1.4922,47943.60156,-0.4829,0.291,2261,0.119,0.1275,1.4864,205.939597,10.06999969,3.2584,0.5677,484.8603,8.8973,Perennial,0,0,0.0074,17.6471,20.7906,29.141,80.1961,78.7913,22.8219,15.87128633,13.03982591,5.678890858,8,25,396,6.316175462,0.08361204,0,0,0,913,2.6668,FALSE,TRUE,68.2181,0.0495,0.0526,0.3156,0.3293,600.4843,294.9919,55.7832,9.2911,58.3873,73.86471693,0,0,100,0,27.62692,625,4,NA,NA,2.313739859,Detected,2.6668,70,441,1166.687826,2000,Stressed,Fail,Pass,Pass,Fail,Fail,Fail,Fail,Fail,Pass,Pass,Pass,CH,Calibration,StressCal
207CE0614,Contra Costa,2207.320101,Coastal_Chaparral,CHco,CH,CHco,CHco,6,6,37.88238307,-122.1002268,511.1600037,1.5224,59760,-0.7818,0.299,2191.699951,0.114,0.0479,1.6917,20.906234,98.83999634,3.5263,0.629,519.6492,9.9565,Perennial,0,0,0,65.8688,24.6552,18.127,17.9965,11.099,7.5859,6.782364626,3.809555487,2.841976408,1,12,13,0,0,0,0,0,894,0.825795455,FALSE,TRUE,74.8367,0.0494,0.0526,0.3149,0.8519,682.1875,283.2592,59.9531,10,48.0769,100,0,0,100,0,5.54114,610,2,NA,NA,1.320275807,Not detected,0.825795455,43,379.5434783,1166.680645,2000,Stressed,Pass,Pass,Pass,Fail,Fail,Fail,Fail,Fail,Pass,Pass,Pass,CH,Validation,StressVal
207CE0742,Contra Costa,2207.320202,Coastal_Chaparral,CHco,CH,CHco,CHco,6,6,37.8742108,-122.0615253,266.1399994,1.5269,54682.10156,-0.767,0.3002,2216,0.1117,0.0538,1.9105,7.783342,65.86000061,6.0157,1.26,471.2952,16.7234,Perennial,0,0,0,34.129,38.7649,38.7649,42.4516,35.5962,35.5962,7.748959307,6.202034905,6.202034905,8,14,14,0,0,0,0,0,875,0.947318182,FALSE,TRUE,66.7848,0.0496,0.053,0.3167,0.2222,638.4211,295.5555,57.6667,9.7083,54.5,100,0,0,100,0,2.25676,332,1,NA,NA,0.891166114,Detected,0.947318182,128,711.5260664,1168.681453,2000,Stressed,Pass,Pass,Pass,Fail,Fail,Fail,Fail,Fail,Pass,Pass,Pass,CH,Validation,StressVal
207KIR110,Contra Costa,2207.3401,Coastal_Chaparral,CHco,CH,CHco,CHco,6,6,38.000866,-121.888335,539,1.436733333,42852.5,0.107866667,0.282366667,2279,0.1269,0.274566667,0.823366667,19.67617347,34.91999817,1.7756,0.6023,393.1942333,3.7583,Perennial,0,0,0,19.3111,5.2545,4.5463,79.9582,8.2727,6.8835,13.50739204,2.267055578,2.306277034,5,20,20,0,0,1,1,NA,NA,NA,FALSE,TRUE,50.28126667,0.051066667,0.051066667,0.329666667,0,517.3683,310.1320667,52.17306667,9,61.521,100,0,100,0,0,1.78242,574,3,NA,NA,1.293940643,Not detected,0,36,434,1167.205283,2000,Stressed,Missing,Missing,Pass,Fail,Fail,Fail,Fail,Fail,Pass,Pass,Fail,CH,Validation,StressVal
207KIR115,Contra Costa,2207.3401,Coastal_Chaparral,CHco,CH,CHco,CHco,6,6,37.99076,-121.894545,508,1.375966667,42852.5,-0.7464,0.261833333,2279,0.126966667,0.0448,0.558,14.45367222,65.91000366,2.832166667,0.8606,392.8275,6.5182,Perennial,0,0,0,12.0109,4.1834,4.0177,6.2784,1.3102,1.2583,2.488868354,1.645951998,1.718978445,3,4,4,0,0,1,1,NA,NA,NA,FALSE,TRUE,69.09563333,0.051033333,0.051033333,0.329133333,0,546.2222333,309.2222,52.82203333,9,62.76613333,100,0,100,0,0,1.37941,574,2,NA,NA,1.159978202,Not detected,0,46,701.4142857,1168.209693,2000,Intermediate,Missing,Missing,Pass,Fail,Fail,Fail,Fail,Pass,Pass,Pass,Fail,CHco,Other,Other
207MTD010,Contra Costa,2207.310104,Coastal_Chaparral,CHco,CH,CHco,CHco,6,6,38.018623,-122.026398,1162,1.4397,44614.89844,0.573366667,0.277866667,2265.399902,0.128933333,0.4162,0.773866667,78.55088722,7,2.1642,0.290733333,394.1066333,3.729933333,Perennial,0,0,0.181,41.1348,24.9495,11.6662,29.3508,17.6107,17.3762,6.294022171,6.403560503,4.535196617,2,25,134,14.69981023,0,0,2,NA,NA,NA,FALSE,TRUE,46.79273333,0.050833333,0.050833333,0.329033333,0.045133333,489.9609,304.0833333,51.32653333,8.4593,62.9364,79.01038934,0,79.01038934,62.96883198,0,4.45072,1169,3,NA,NA,1.895151095,Not detected,0,32,378.1808511,1164.361,2000,Stressed,Missing,Missing,Pass,Fail,Fail,Fail,Fail,Fail,Pass,Fail,NA,CH,Validation,StressVal
207MTD020,Contra Costa,2207.310104,Coastal_Chaparral,CHco,CH,CHco,CHco,6,6,38.013697,-122.014881,1155,1.436066667,44368.5,0.597366667,0.276366667,2256.5,0.129733333,0.4165,0.791833333,76.80288289,14.10999966,2.1981,0.335766667,396.1740667,3.6947,Perennial,0,0,0.1852,33.0156,22.0533,11.0236,27.998,12.7511,16.7921,5.765378662,5.888250175,4.431728748,5,28,133,14.93202476,0,0,2,NA,NA,NA,FALSE,TRUE,45.7153,0.050833333,0.050833333,0.328766667,0.0466,493.8924,303.546,51.6459,8.702666667,64.10416667,78.5326738,0,78.5326738,64.40197859,0,3.81826,1169,3,NA,NA,1.885377522,Not detected,0,32,382,1164.513171,2000,Stressed,Missing,Missing,Pass,Fail,Fail,Fail,Fail,Fail,Pass,Fail,NA,CH,Validation,StressVal
207MTD050,Contra Costa,2207.310104,Coastal_Chaparral,CHco,CH,CHco,CHco,6,6,37.949506,-121.94342,1065,1.4629,47342.30078,0.1672,0.284166667,2242.699951,0.1429,0.305166667,1.2913,42.54071531,103.8199997,4.702366667,0.2079,422.4036,8.441666667,Perennial,0,0.1707,0.0931,17.0428,9.1124,5.9631,63.6576,18.8882,10.3122,11.53940415,3.939556506,2.963678327,2,41,45,0,0,2,2,NA,NA,NA,FALSE,TRUE,67.324,0.050633333,0.050633333,0.325266667,0.101433333,563.6008,304.2118667,53.72613333,8.6113,72.53756667,3.617189701,0,3.617189701,97.5885402,0,1.13508,1169,3,NA,NA,1.628804788,Not detected,0,40.015,399.0906863,1164.094159,2000,Stressed,Missing,Missing,Pass,Fail,Fail,Fail,Fail,Fail,Pass,Pass,Fail,CH,Validation,StressVal
207MTD060,Contra Costa,2207.310104,Coastal_Chaparral,CHco,CH,CHco,CHco,6,6,37.944153,-121.937353,1056,1.5013,49085.80078,0.1363,0.2957,2212.300049,0.142766667,0.294633333,1.536566667,41.11964233,112.8199997,4.868266667,0.2159,423.962,8.113033333,Perennial,0,0.1409,0.0963,17.7669,7.6226,5.6311,59.7612,12.5272,8.5637,11.62762898,3.264629294,2.704328119,18,42,44,0,0,2,2,NA,NA,NA,FALSE,TRUE,70.17666667,0.0506,0.0506,0.324766667,0.2786,573.8259,303.9528,53.98116667,8.570833333,72.93346667,3.437477218,0,3.437477218,97.70834852,0,1.13508,1169,3,NA,NA,1.614049328,Not detected,0,48,399.5591133,1164.425424,2000,Stressed,Missing,Missing,Pass,Fail,Fail,Fail,Fail,Fail,Pass,Pass,Fail,CH,Validation,StressVal
207PS0142,Contra Costa,2207.310104,Coastal_Chaparral,CHco,CH,CHco,CHco,6,6,37.95002839,-121.9729496,453,1.468566667,47342.30078,-0.458966667,0.2901,2242.699951,0.1502,0.142966667,1.024333333,9.190984555,85.06999969,4.227533333,0.1149,382.5667,10.03393333,Perennial,0,0,0,24.689,13.6746,13.6746,54.7368,23.933,23.933,10.45910248,3.899402919,3.899402919,6,15,15,0,0,3,3,NA,NA,NA,FALSE,TRUE,75.78673333,0.050533333,0.050533333,0.324966667,0,507.5555333,302.9444667,52.84613333,8.5128,72.8222,0,0,0,100,0,0.36483,538,2,NA,NA,0.963362036,Not detected,0,36,400,1166.932,2000,Stressed,Missing,Missing,Pass,Fail,Fail,Fail,Fail,Fail,Pass,Pass,Fail,CH,Validation,StressVal
207SUI020,Solano,2207.220002,Coastal_Chaparral,CHco,CH,CHco,CHco,6,6,38.244833,-122.11194,843,1.4576,60568.60156,0.586933333,0.312433333,2333.5,0.13,0.383533333,1.477766667,126.0593313,14.07999992,2.434,0.105966667,587.8085667,5.792466667,Perennial,92.6349,35.9133,5.5785,3.8382,2.4955,1.8276,1.556,2.5894,0.2956,1.538326324,0.814158696,0.627478309,2,5,40,3.559612508,0.153750469,0,0,NA,NA,NA,FALSE,TRUE,51.78896667,0.051566667,0.051566667,0.340766667,0.076766667,629.4155,322.8383,58.66136667,10.22503333,57.19026667,48.23950957,0,48.23950957,77.56415013,0.153171044,5.67978,857,3,NA,NA,2.100574999,Not detected,0,31,348.0337079,961.8215385,961.8215385,Stressed,Missing,Missing,Fail,Pass,Fail,Pass,Pass,Pass,Fail,Pass,NA,CH,Validation,StressVal
207SUI050,Solano,2207.220002,Coastal_Chaparral,CHco,CH,CHco,CHco,6,6,38.274561,-122.121727,826,1.456566667,63176.80078,-0.1815,0.315533333,2354.199951,0.1159,0.129866667,1.586633333,118.1720758,30.86000061,3.167133333,0.089266667,608.5965333,7.935333333,Perennial,40.1891,8.8292,3.3815,1.0638,3.3238,1.7616,0.1182,0.3625,0.1066,0.447580142,1.328187838,0.607629582,0,5,35,0.319696322,0.312498021,0,0,NA,NA,NA,FALSE,TRUE,76.548,0.0516,0.0516,0.3412,0.081033333,667.4064333,330.1749667,59.8226,10.23963333,57.97403333,0,0,0,99.94555994,0.163320193,5.0563,857,3,NA,NA,2.072514864,Not detected,0,31,322,961.192,961.192,Intermediate,Missing,Missing,Fail,Pass,Fail,Pass,Pass,Pass,Fail,Pass,NA,CHco,Other,Other
207SUI060,Solano,2207.220002,Coastal_Chaparral,CHco,CH,CHco,CHco,6,6,38.274809,-122.123076,826,1.457266667,63176.80078,-0.255,0.315833333,2354.199951,0.116533333,0.103033333,1.593066667,118.1097092,31.29999924,3.197266667,0.086566667,606.6106667,8.015733333,Perennial,32.8649,8.2418,3.3375,0.973,3.3074,1.7625,0,0.3482,0.1059,0.369637988,1.333573883,0.607654692,0,5,35,0.011223465,0.321515459,0,0,NA,NA,NA,FALSE,TRUE,79.6486,0.0516,0.0516,0.341166667,0.081033333,669.8057667,330.1749667,59.87286667,10.23963333,57.97963333,0,0,0,99.94553118,0.163406432,5.0382,857,3,NA,NA,2.0722856,Not detected,0,31,322,965.6863158,965.6863158,Intermediate,Missing,Missing,Fail,Pass,Fail,Pass,Pass,Pass,Fail,Pass,NA,CHco,Other,Other
207WAL410,Contra Costa,2207.320101,Coastal_Chaparral,CHco,CH,CHco,CHco,6,6,37.868036,-122.098055,493,1.511533333,59760,-0.788033333,0.296866667,2191.699951,0.115566667,0.045,1.6851,13.65856427,111.2900009,2.233,0.325166667,508.5024,6.392766667,Perennial,0,0,0,32.3022,14.6002,13.2323,20.0719,5.9661,5.3048,5.608954553,2.306591835,2.170265075,1,5,5,0,0,0,0,NA,NA,NA,FALSE,TRUE,78.6962,0.049333333,0.049333333,0.314966667,0.960633333,688.5461333,283.7083333,60.14276667,10,45.73426667,100,0,0,100,0,2.86009,604,2,NA,NA,1.135405051,Not detected,0,36,317.7,1160.009014,2000,Stressed,Missing,Missing,Pass,Fail,Fail,Fail,Fail,Pass,Pass,Pass,NA,CH,Calibration,StressCal
207WAL420,Contra Costa,2207.320101,Coastal_Chaparral,CHco,CH,CHco,CHco,6,6,37.84014711,-122.0992928,427.3899994,1.5321,63114,-0.784,0.3009,2107.699951,0.1146,0.0469,1.956,6.861211,182.6100006,3.0748,0.5229,553.8666,8.7122,Perennial,0,0,0,15.507,7.4984,7.4984,0,0.1445,0.1445,2.171082355,1.234455194,1.234455194,1,2,2,0,0,0,0,0,NA,NA,FALSE,TRUE,76.1843,0.0493,0.0523,0.3138,1,684,278.4445,60.7143,10,48.2857,100,0,0,100,0,1.79551,610,1,NA,NA,0.836400775,Not detected,0,41,330,1161.390118,2000,Intermediate,Missing,Missing,Pass,Pass,Pass,Fail,Fail,Pass,Pass,Pass,Pass,CHco,Other,Other
207WE0867,Contra Costa,2207.320102,Coastal_Chaparral,CHco,CH,CHco,CHco,6,6,37.8927882,-122.1048719,537.8399963,1.5165,62157.39844,-0.7852,0.2978,2144.5,0.1136,0.0458,1.6538,44.107613,72.16000366,2.8081,0.4603,508.9232,7.9775,Perennial,0,0,0,42.8036,35.062,29.8745,41.6784,17.8674,13.5047,10.10452372,5.941392639,4.873515169,3,40,47,23.91544178,0.330033006,0,0,0,696,3.484968182,FALSE,TRUE,76.9799,0.0494,0.0531,0.3161,0.4545,669.7059,284.1091,59.2406,9.985,44.1103,100,0,0,100,0,10.53209,610,2,NA,NA,1.644513555,Not detected,3.484968182,46,370,1164.415868,2000,Stressed,Fail,Pass,Pass,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Pass,CH,Validation,StressVal
304APS,Santa Cruz,3304.130204,Coastal_Chaparral,CHco,CH,CHco,CHco,6,1,37.00138338,-121.9062145,745.7000008,1.4586,79183.5,-0.7227,0.1891,2054.800049,0.1298,0.0605,4.713,26.617811,50.29999924,3.0175,0.3048,828.712,5.594,Perennial,0,0,0,8.8109,2.7504,2.3669,0,0,0,4.241228257,1.626994465,1.072652048,1,3,3,0,0,0,0,0,NA,NA,FALSE,TRUE,61.8653,0.0431,0.0338,0.2467,1.2813,945.8947,283.5313,66.0875,11.1875,60.7375,52.69441666,0,0,100,0,7.85164,796,2,NA,NA,1.425172337,Not detected,0,36,289,791.33,791.33,Intermediate,Missing,Missing,Pass,Pass,Pass,Fail,Fail,Pass,Pass,Pass,Pass,CHco,Other,Other
304APT,Santa Cruz,3304.130203,Coastal_Chaparral,CHco,CH,CHco,CHco,6,6,36.97170813,-121.9055908,793.4300001,1.5054,65126.69922,0.2919,0.2148,1923.800049,0.1295,0.3405,4.8254,63.551441,2.56999993,2.0222,0.1897,737.8972,3.2887,Perennial,0,0.2246,0.3059,30.2049,23.5964,14.3039,64.6398,11.3319,4.6669,16.10071804,5.955464875,3.577807876,8,21,31,0,0,0,0,0,NA,NA,FALSE,TRUE,40.2064,0.043,0.0334,0.2455,0.7436,795.6783,269.0641,62.3814,10.9072,57.241,75.20757907,0,22.92394924,77.06953529,0,17.6423,796,3,NA,NA,1.803125402,Not detected,0,26,245.4285714,788.6342857,788.6342857,Stressed,Missing,Missing,Pass,Fail,Fail,Fail,Fail,Fail,Pass,Pass,Pass,CH,Validation,StressVal
304BEP,Santa Cruz,3304.1203,Coastal_Chaparral,CHco,CH,CHco,CHco,1,1,37.12789942,-122.12155,831.4900055,1.4606,119820.2969,-0.7508,0.1957,2226.899902,0.1189,0.0521,4.2848,42.059305,146.5099945,5.0058,0.9796,982.4702,12.9131,Perennial,0,0,0.0193,37.1733,11.0411,10.7921,0.1936,0.1401,0.0385,10.42553886,4.372343081,3.397370291,4,13,20,0,0,0,0,0,NA,NA,FALSE,TRUE,66.6495,0.0442,0.0376,0.2576,2.3529,1194.05,277.6863,62.2576,10.4621,61.5344,34.97276055,0,0,100,0,15.55036,978,3,NA,NA,1.623862092,Not detected,0,59,322,1153.865574,2000,Stressed,Missing,Missing,Pass,Pass,Pass,Fail,Fail,Fail,Pass,Pass,Pass,CH,Validation,StressVal
304BH9,Santa Cruz,3304.120203,Coastal_Chaparral,CHco,CH,CHco,CHco,1,1,37.12678276,-122.1217403,670.5200043,1.457,119820.2969,-0.92,0.187,2226.899902,0.1312,0.0428,4.713,29.655678,136.4799957,4.1604,0.7381,991.1849,10.2842,Perennial,0,0,0,27.6906,11.0532,9.4774,8.7444,1.15,0.5371,8.325628563,4.054235059,3.90308317,1,14,30,0,0,0,0,0,NA,NA,FALSE,TRUE,81.1164,0.0441,0.0378,0.2578,2.0556,1259.4117,283,72.2967,12.9011,63.3407,100,0,0,100,0,12.04794,807,2,NA,NA,1.472107857,Not detected,0,24,300,1020.04,2000,Stressed,Missing,Missing,Pass,Fail,Fail,Fail,Fail,Fail,Pass,Pass,Pass,CH,Validation,StressVal
304BRA,Santa Cruz,3304.120503,Coastal_Chaparral,CHco,CH,CHco,CHco,6,6,36.98023868,-122.0183723,446,1.4747,79401.5,-0.7,0.2048,2019.099976,0.1288,0.0765,4.3302,44.898872,7,3.244,0.4741,764.7186,6.982,Perennial,0,0,0.1143,11.6408,27.8285,21.5554,88.3592,14.9755,12.1126,15.48124565,6.976085675,6.112085367,7,31,76,0,0,0,0,0,NA,NA,FALSE,TRUE,66.9498,0.0434,0.0348,0.2498,1.9821,932.049,273.9464,59.705,9.9784,62.1898,100,0,0,100,0,16.15562,453,3,NA,NA,1.65223543,Not detected,0,31,300,914.93,914.93,Stressed,Missing,Missing,Pass,Fail,Fail,Fail,Fail,Fail,Pass,Pass,Pass,CH,Calibration,StressCal
