agency_cd,site_id,station_nm,site_tp_cd,lat,lon,coord_acy_cd,datum,elev_m,alt_acy_va,alt_datum_cd,huc8,interval,parm_cd,stat_cd,ts_id,date_begin,date_end,count_nu,geometry,total_yrs,total_post1980
USGS,11075620,SANTA ANA R SPRD DIV BL IMPERIAL HWY NR ANA CA,ST,33.85640444,-117.8008893,F,NAD83, 262,  5,NGVD29,18070203,dv,00060,00003,8203,1974-07-03,2001-09-29,5095,"c(-117.8008893, 33.85640444)",27,21
USGS,11075720,CARBON C BL CARBON CYN DAM CA,ST,33.91334748,-117.8425584,F,NAD83,NA,NA,NA,18070106,dv,00060,00003,8209,1961-10-01,2020-11-17,21598,"c(-117.8425584, 33.91334748)",59,40
USGS,11075800,SANTIAGO C A MODJESKA CA,ST,33.70890848,-117.635605,S,NAD83, 1340, 20,NGVD29,18070203,dv,00060,00003,8220,1961-10-01,2020-11-17,21598,"c(-117.635605, 33.70890848)",59,40
USGS,11077500,SANTIAGO C A SANTA ANA CA,ST,33.7702946,-117.8845014,F,NAD83, 110.00,2.5,NGVD29,18070203,dv,00060,00003,8223,1928-10-01,2020-11-17,33571,"c(-117.8845014, 33.7702946)",92,40
USGS,11078000,SANTA ANA R A SANTA ANA CA,ST,33.75112815,-117.9083906,F,NAD83, 70,2.5,NGVD29,18070203,dv,00060,00003,8225,1923-02-01,2020-11-17,35355,"c(-117.9083906, 33.75112815)",97,40
USGS,11085000,SAN GABRIEL R BL SANTA FE DAM NR BALDWIN PK CA,ST,34.11223019,-117.9695092,F,NAD83, 400.00,.10,NGVD29,18070106,dv,00060,00003,8242,1942-10-01,2020-11-17,25980,"c(-117.9695092, 34.11223019)",78,40
USGS,11087020,SAN GABRIEL R AB WHITTIER NARROWS DAM CA,ST,34.03417767,-118.0381225,F,NAD83,NA,NA,NA,18070106,dv,00060,00003,8249,1955-10-01,2020-11-17,21598,"c(-118.0381225, 34.03417767)",65,40
USGS,11088500,BREA C BL BREA DAM NR FULLERTON CA,ST,33.88779206,-117.9264496,F,NAD83,NA,NA,NA,18070106,dv,00060,00003,8254,1942-01-01,2020-11-17,28811,"c(-117.9264496, 33.88779206)",78,40
USGS,11089500,FULLERTON C BL FULLERTON DAM NR BREA CA,ST,33.89584765,-117.8861706,F,NAD83,NA,NA,NA,18070106,dv,00060,00003,8257,1941-10-01,2020-11-17,28903,"c(-117.8861706, 33.89584765)",79,40
USGS,11092450,LOS ANGELES R A SEPULVEDA DAM CA,ST,34.16167247,-118.466749,F,NAD83, 663.00, 10,NGVD29,18070105,dv,00060,00003,8265,1931-10-01,2020-11-17,24143,"c(-118.466749, 34.16167247)",89,40
USGS,11097000,BIG TUJUNGA C BL HANSEN DAM CA,ST,34.25361395,-118.38897,F,NAD83,NA,NA,NA,18070105,dv,00060,00003,8275,1932-05-01,2020-11-17,31367,"c(-118.38897, 34.25361395)",88,40
USGS,11101250,RIO HONDO AB WHITTIER NARROWS DAM CA,ST,34.05834368,-118.0717348,F,NAD83,NA,NA,NA,18070105,dv,00060,00003,8287,1956-03-01,2020-11-17,23638,"c(-118.0717348, 34.05834368)",64,40
USGS,11102300,RIO HONDO BL WHITTIER NARROWS DAM CA,ST,34.0166788,-118.0884018,F,NAD83,NA,NA,NA,18070105,dv,00060,00003,8292,1966-10-01,2020-10-01,19406,"c(-118.0884018, 34.0166788)",54,40
USGS,11103000,LOS ANGELES R A LONG BEACH CA,ST,33.81723937,-118.2064584,F,NAD83, 11.91,2.5,NGVD29,18070105,dv,00060,00003,8297,1928-12-26,1992-09-29,21461,"c(-118.2064584, 33.81723937)",64,12
USGS,11106550,CALLEGUAS C NR CAMARILLO CA,ST,34.17944989,-119.0398242,F,NAD83, 58.42,.05,NGVD29,18070103,dv,00060,00003,165963,1968-10-01,2016-10-30,12812,"c(-119.0398242, 34.17944989)",48,36
USGS,11107745,SANTA CLARA R AB RR STATION NR LANG CA,ST,34.42971779,-118.3553578,F,NAD83, 1790, 20,NAVD88,18070102,dv,00060,00003,8324,1949-10-01,2005-09-29,11189,"c(-118.3553578, 34.42971779)",56,25
USGS,11107860,BOUQUET C NR SAUGUS CA,ST,34.44888388,-118.507029,S,NAD83, 1305, 10,NAVD88,18070102,dv,00060,00003,8326,1970-10-01,2003-09-29,2458,"c(-118.507029, 34.44888388)",33,23
USGS,11108000,SANTA CLARA R NR SAUGUS CA,ST,34.42610707,-118.5867537,S,NAD83, 1046.24, 10,NAVD88,18070102,dv,00060,00003,8329,1929-10-01,2005-09-29,10818,"c(-118.5867537, 34.42610707)",76,25
USGS,11108075,CASTAIC C AB FISH C NR CASTAIC CA,ST,34.60637689,-118.6650888,F,NAD83, 1640, 20,NGVD29,18070102,dv,00060,00003,8330,1976-10-01,1993-09-29,2554,"c(-118.6650888, 34.60637689)",17,13
USGS,11108080,FISH C AB CASTAIC C NR CASTAIC CA,ST,34.60248818,-118.6628665,F,NAD83,NA,NA,NA,18070102,dv,00060,00003,8331,1976-10-01,1993-09-29,2554,"c(-118.6628665, 34.60248818)",17,13
USGS,11108090,ELDERBERRY CYN C AB CASTAIC C NR CASTAIC CA,ST,34.5722118,-118.6253655,F,NAD83,NA,NA,NA,18070102,dv,00060,00003,8333,1977-10-01,1993-09-29,2189,"c(-118.6253655, 34.5722118)",16,13
USGS,11108095,NECKTIE CYN C AB CASTAIC C NR CASTAIC CA,ST,34.56054568,-118.6150874,F,NAD83,NA,NA,NA,18070102,dv,00060,00003,8335,1976-10-01,1993-09-29,2554,"c(-118.6150874, 34.56054568)",17,13
USGS,11108130,ELIZABETH LK CYN C AB CASTAIC LK NR CASTAIC CA,ST,34.57610057,-118.5570301,F,NAD83,NA,NA,NA,18070102,dv,00060,00003,8336,1976-10-01,1993-09-29,2554,"c(-118.5570301, 34.57610057)",17,13
USGS,11108134,CASTAIC C BLW MWD DIV BLW CASTAIC LK NR CASTAIC,ST,34.5194364,-118.6103652,S,NAD83, 1240, 20,NGVD29,18070102,dv,00060,00003,213432,1994-10-01,2019-09-30,8400,"c(-118.6103652, 34.5194364)",25,39
USGS,11108135,CASTAIC LAGOON PARSHALL FL NR CASTAIC CA,ST,34.51027017,-118.6086985,F,NAD83,NA,NA,NA,18070102,dv,00060,00003,8339,1976-10-01,1994-09-30,2920,"c(-118.6086985, 34.51027017)",18,14
USGS,11108500,SANTA CLARA RIVER AT L.A.-VENTURA CO. LINE CA,ST,34.39971939,-118.7048126,F,NAD83, 794.93, 10,NGVD29,18070102,dv,00060,00003,8346,1952-10-01,1996-10-21,16092,"c(-118.7048126, 34.39971939)",44,16
USGS,11109000,SANTA CLARA R NR PIRU CA,ST,34.40360813,-118.739258,S,NAD83, 710, 10,NGVD29,18070102,dv,00060,00003,8352,1927-10-01,2020-11-17,10637,"c(-118.739258, 34.40360813)",93,40
USGS,11109375,PIRU C BL BUCK C NR PYRAMID LK CA,ST,34.6660963,-118.8242608,F,NAD83,NA,NA,NA,18070102,dv,00060,00003,213436,1976-10-01,2019-09-30,9495,"c(-118.8242608, 34.6660963)",43,39
USGS,11109395,CANADA DE LOS ALAMOS AB PYRAMID LK CA,ST,34.69192849,-118.7912038,F,NAD83,NA,NA,NA,18070102,dv,00060,00003,213438,1976-10-01,2019-09-30,10956,"c(-118.7912038, 34.69192849)",43,39
USGS,11109396,CA AQUEDUCT A N PORTAL TEHACHAPI TNL NR GORMAN CA,ST,34.9294166,-118.8056509,S,NAD83, 3220, 25,NGVD29,18030003,dv,00060,00003,8363,1995-10-01,2015-09-30,6209,"c(-118.8056509, 34.9294166)",20,35
USGS,11109398,WB CA AQUEDUCT A WILLIAM WARNE PP NR GORMAN CA,ST,34.6852621,-118.7887037,S,NAD83, 2582,.01,NGVD29,18070102,dv,00060,00003,213441,1995-10-01,2010-09-30,5113,"c(-118.7887037, 34.6852621)",15,30
USGS,11109525,PIRU C BL PYRAMID LK NR GORMAN CA,ST,34.64165299,-118.7645362,F,NAD83, 2200,.05,NGVD29,18070102,dv,00060,00003,213447,1988-10-01,2019-09-30,10591,"c(-118.7645362, 34.64165299)",31,39
USGS,11109550,PIRU C AB FRENCHMANS FLAT CA,ST,34.63082016,-118.7484244,U,NAD83, 2140, 20,NGVD29,18070102,dv,00060,00003,8369,1976-10-01,2020-11-17,3576,"c(-118.7484244, 34.63082016)",44,40
USGS,11109600,PIRU CREEK ABOVE LAKE PIRU CA,ST,34.52304728,-118.7570362,F,NAD83, 1058.55,.10,NGVD29,18070102,dv,00060,00003,8373,1955-10-01,2020-11-17,23790,"c(-118.7570362, 34.52304728)",65,40
USGS,11109800,PIRU CREEK BELOW SANTA FELICIA DAM CA,ST,34.4602723,-118.7520361,F,NAD83,NA,NA,NA,18070102,dv,00060,00003,8379,1955-10-01,2020-11-17,21949,"c(-118.7520361, 34.4602723)",65,40
USGS,11112500,FILLMORE IRR CO CN NR FILLMORE CA,ST,34.45416125,-118.9253767,S,NAD83, 680, 20,NGVD29,18070102,dv,00060,00003,8398,1939-10-01,1993-01-12,9599,"c(-118.9253767, 34.45416125)",54,13
USGS,11113001,SESPE C + FILLMORE IRR CO CN NR FILLMORE CA,ST,34.45082807,-118.9259322,F,NAD83,NA,NA,NA,18070102,dv,00060,00003,8408,1939-10-01,1993-01-14,19056,"c(-118.9259322, 34.45082807)",54,13
USGS,11113500,SANTA PAULA C NR SANTA PAULA,ST,34.4133295,-119.0823272,F,NAD83, 619.43,.01,NGVD29,18070102,dv,00060,00003,8411,1927-10-01,2020-11-17,33650,"c(-119.0823272, 34.4133295)",93,40
USGS,11114000,SANTA CLARA RIVER AT MONTALVO CA,ST,34.27889168,-119.142051,F,NAD83, 120, 10,NGVD29,18070102,dv,00060,00003,8424,1927-10-01,2004-09-29,20819,"c(-119.142051, 34.27889168)",77,24
USGS,11114495,MATILIJA C NR RES NR MATILIJA HOT SPRINGS CA,ST,34.5027693,-119.3573393,S,NAD83, 1380, 20,NAVD88,18070101,dv,00060,00003,8427,2002-02-15,2020-11-17,6327,"c(-119.3573393, 34.5027693)",18,40
USGS,11118400,VENTURA R DIV NR VENTURA CA,ST,34.35833118,-119.310669,F,NAD83,NA,NA,NA,18070101,dv,00060,00003,8442,1969-10-01,2008-09-11,12749,"c(-119.310669, 34.35833118)",39,28
USGS,11118500,VENTURA R NR VENTURA,ST,34.35222038,-119.3084466,F,NAD83, 200.00, 10,NGVD29,18070101,dv,00060,00003,8444,1929-10-01,2020-11-17,33283,"c(-119.3084466, 34.35222038)",91,40
USGS,11118501,VENTURA R NR VENTURA+ DIV. CA,ST,34.35222038,-119.3084466,F,NAD83,NA,NA,NA,18070101,dv,00060,00003,8447,1932-10-01,2007-09-29,27032,"c(-119.3084466, 34.35222038)",75,27
USGS,11119500,CARPINTERIA C NR CARPINTERIA CA,ST,34.4013836,-119.4865103,F,NAD83, 130.00, 20,NGVD29,18060013,dv,00060,00003,8448,1941-01-01,2020-11-17,28810,"c(-119.4865103, 34.4013836)",79,40
USGS,11119745,MISSION C A ROCKY NOOK PARK A SANTA BARBARA CA,ST,34.44055266,-119.7118027,S,NAD83, 400, 25,NGVD29,18060013,dv,00060,00003,8453,1983-10-28,2020-11-17,9518,"c(-119.7118027, 34.44055266)",37,40
USGS,11119750,MISSION C NR MISSION ST NR SANTA BARBARA CA,ST,34.4275,-119.7252778,5,NAD83, 140, 25,NGVD29,18060013,dv,00060,00003,8456,1970-10-01,2020-11-17,17841,"c(-119.7252778, 34.4275)",50,40
USGS,11119780,ARROYO BURRO A SANTA BARBARA CA,ST,34.43694215,-119.7465269,F,NAD83,NA,NA,NA,18060013,dv,00060,00003,8458,1970-10-01,1993-09-30,8401,"c(-119.7465269, 34.43694215)",23,13
USGS,11119940,MARIA YGNACIO C A UNIVERSITY DRIVE NR GOLETA CA,ST,34.4449965,-119.80375,F,NAD83,NA,NA,NA,18060013,dv,00060,00003,8460,1970-10-01,2020-11-17,18309,"c(-119.80375, 34.4449965)",50,40
USGS,11120000,ATASCADERO C NR GOLETA CA,ST,34.4247189,-119.811805,F,NAD83, 12.59, 10,NGVD29,18060013,dv,00060,00003,8461,1941-10-01,2020-11-17,28903,"c(-119.811805, 34.4247189)",79,40
USGS,11121000,SANTA YNEZ R A JAMESON LK NR MONTECITO CA,ST,34.4922149,-119.507902,F,NAD83,NA,NA,NA,18060010,dv,00060,00003,8486,1988-10-01,2011-06-29,5598,"c(-119.507902, 34.4922149)",23,31
USGS,11121010,JAMESON LK RELEASE WEIR A JAMESON LAKE CA,ST,34.4922149,-119.507902,F,NAD83,NA,NA,NA,18060010,dv,00060,00003,8487,1970-10-01,2013-10-20,12801,"c(-119.507902, 34.4922149)",43,33
USGS,11121900,GIBRALTAR DAM DIV WEIR A GIBRALTAR DAM CA,ST,34.5241613,-119.68708,F,NAD83,NA,NA,NA,18060010,dv,00060,00003,8488,1970-10-01,2020-11-17,15081,"c(-119.68708, 34.5241613)",50,40
USGS,11122010,GIBRALTAR DAM RELEASE WEIR A GIBRALTAR DAM CA,ST,34.52416133,-119.6873579,F,NAD83,NA,NA,NA,18060010,dv,00060,00003,8493,1988-10-01,2020-11-17,11286,"c(-119.6873579, 34.52416133)",32,40
USGS,11123000,SANTA YNEZ R BL GIBRALTAR DAM NR SANTA BARBARA CA,ST,34.5244391,-119.6873579,F,NAD83,NA,NA,NA,18060010,dv,00060,00003,8494,1933-10-01,2020-11-17,31825,"c(-119.6873579, 34.5244391)",87,40
USGS,11123500,SANTA YNEZ R BL LOS LAURLS CYN NR SNTA YNEZ CA,ST,34.54360358,-119.8648627,F,NAD83, 787.8,0.1,NGVD29,18060010,dv,00060,00003,8495,1947-05-13,2020-11-17,26840,"c(-119.8648627, 34.54360358)",73,40
USGS,11125600,HILTON CYN C NR SANTA YNEZ CA,ST,34.58221109,-119.9826419,S,NAD83, 740, 20,NGVD29,18060010,dv,00060,00003,8500,2002-03-23,2016-12-01,5306,"c(-119.9826419, 34.58221109)",14,36
USGS,11126000,SANTA YNEZ R NR SANTA YNEZ CA,ST,34.5891552,-119.9887532,F,NAD83, 545.66,.05,NGVD29,18060010,dv,00060,00003,8507,1929-01-01,2009-09-29,20672,"c(-119.9887532, 34.5891552)",80,29
USGS,11128250,ALAMO PINTADO C NR SOLVANG CA,ST,34.61831975,-120.120703,F,NAD83, 540.49,.05,NGVD29,18060010,dv,00060,00003,8532,1970-10-01,2020-11-17,16119,"c(-120.120703, 34.61831975)",50,40
USGS,11128500,SANTA YNEZ R A SOLVANG CA,ST,34.58498706,-120.1445926,F,NAD83, 350.00, 20,NGVD29,18060010,dv,00060,00003,8537,1928-10-01,2020-11-17,29915,"c(-120.1445926, 34.58498706)",92,40
USGS,11129800,ZACA C NR BUELLTON CA,ST,34.64859614,-120.1843172,F,NAD83, 471.54,.01,NGVD29,18060010,dv,00060,00003,8549,1963-10-01,2020-11-17,16728,"c(-120.1843172, 34.64859614)",57,40
USGS,11133000,SANTA YNEZ R A NARROWS NR LOMPOC CA,ST,34.63609474,-120.424606,F,NAD83, 85, 20,NGVD29,18060010,dv,00060,00003,8560,1952-05-01,2020-11-17,24304,"c(-120.424606, 34.63609474)",68,40
USGS,11133500,SANTA YNEZ R NR LOMPOC CA,ST,34.6441501,-120.4309953,F,NAD83, 79.28, 20,NGVD29,18060010,dv,00060,00003,8567,1906-11-01,1998-06-18,18239,"c(-120.4309953, 34.6441501)",92,18
USGS,11134000,SANTA YNEZ R A H ST NR LOMPOC CA,ST,34.6683162,-120.4579411,S,NAD83, 56.74,.01,NGVD29,18060010,dv,00060,00003,8569,1946-10-01,2020-11-17,13927,"c(-120.4579411, 34.6683162)",74,40
USGS,11135800,SAN ANTONIO C A LOS ALAMOS CA,ST,34.74331534,-120.2709888,F,NAD83,NA,NA,NA,18060009,dv,00060,00003,8576,1970-10-01,2020-11-17,14658,"c(-120.2709888, 34.74331534)",50,40
USGS,11136100,SAN ANTONIO C NR CASMALIA CA,ST,34.78220307,-120.530167,S,NAD83, 123.00, 20,NGVD29,18060009,dv,00060,00003,8581,1955-10-01,2020-11-17,19262,"c(-120.530167, 34.78220307)",65,40
USGS,11136500,CUYAMA R NR VENTUCOPA CA,ST,34.68887277,-119.3578952,S,NAD83, 3500.00, 20,NGVD29,18060007,dv,00060,00003,8587,1945-09-30,2014-10-06,6581,"c(-119.3578952, 34.68887277)",69,34
USGS,11136600,SANTA BARBARA CYN C NR VENTUCOPA CA,ST,34.82081299,-119.5573483,M,NAD83, 2960, 20,NGVD29,18060007,dv,00060,00003,8588,2009-10-01,2020-11-17,4066,"c(-119.5573483, 34.82081299)",11,40
USGS,11136800,CUYAMA R BL BUCKHORN CYN NR SANTA MARIA CA,ST,35.0219213,-120.2284868,F,NAD83,NA,NA,NA,18060007,dv,00060,00003,8590,1959-10-01,2020-11-17,22329,"c(-120.2284868, 35.0219213)",61,40
USGS,11137900,HUASNA R NR ARROYO GRANDE CA,ST,35.07775398,-120.3718267,F,NAD83,NA,NA,NA,18060007,dv,00060,00003,8594,1959-06-01,2020-11-17,16241,"c(-120.3718267, 35.07775398)",61,40
USGS,11140000,SISQUOC R NR GAREY,ST,34.89386807,-120.3065463,F,NAD83, 354.80, 20,NGVD29,18060008,dv,00060,00003,8601,1941-02-01,2020-11-17,29139,"c(-120.3065463, 34.89386807)",79,40
USGS,11140585,SANTA MARIA R A SUEY CROSSING NR SANTA MARIA CA,ST,34.96831117,-120.404051,S,NAD83, 250, 10,NGVD29,18060008,dv,00060,00003,8602,1999-04-01,2020-11-17,5319,"c(-120.404051, 34.96831117)",21,40
USGS,11141050,ORCUTT C NR ORCUTT CA,ST,34.88359037,-120.4948883,F,NAD83,NA,NA,NA,18060008,dv,00060,00003,8609,1982-10-01,2020-11-17,12942,"c(-120.4948883, 34.88359037)",38,40
USGS,11143200,CARMEL R A ROBLES DEL RIO CA,ST,36.47440615,-121.7288364,S,NAD83, 268.57, .1,NGVD29,18060006,dv,00060,00003,8636,1957-08-01,2020-11-17,23120,"c(-121.7288364, 36.47440615)",63,40
USGS,11143250,CARMEL R NR CARMEL CA,ST,36.5391278,-121.8805084,F,NAD83,NA,NA,NA,18060006,dv,00060,00003,8637,1962-08-01,2020-11-17,21294,"c(-121.8805084, 36.5391278)",58,40
USGS,11147070,SANTA RITA C NR TEMPLETON CA,ST,35.5238612,-120.7660077,F,NAD83, 860, 10,NGVD29,18060005,dv,00060,00003,8653,1961-10-01,1994-09-30,12053,"c(-120.7660077, 35.5238612)",33,14
USGS,11147500,SALINAS R A PASO ROBLES CA,ST,35.6285813,-120.6843373,F,NAD83, 670.61, 10,NGVD29,18060005,dv,00060,00003,8658,1939-11-01,2020-11-17,28141,"c(-120.6843373, 35.6285813)",81,40
USGS,11148500,ESTRELLA R NR ESTRELLA CA,ST,35.71719096,-120.6401683,F,NAD83, 671.59,.01,NGVD29,18060004,dv,00060,00003,8663,1954-10-01,2019-02-03,16562,"c(-120.6401683, 35.71719096)",65,39
USGS,11149400,NACIMIENTO R BL NACIMIENTO DAM NR BRADLEY CA,ST,35.76135678,-120.855458,F,NAD83, 597.00, 10,NGVD29,18060005,dv,00060,00003,8672,1957-10-01,2020-11-17,23059,"c(-120.855458, 35.76135678)",63,40
USGS,11149900,SAN ANTONIO R NR LOCKWOOD CA,ST,35.89663404,-121.0882491,F,NAD83, 795.00, 10,NGVD29,18060005,dv,00060,00003,8680,1965-10-01,2020-11-17,20137,"c(-121.0882491, 35.89663404)",55,40
USGS,11150500,SALINAS R NR BRADLEY CA,ST,35.9302434,-120.8687915,S,NAD83, 442.69, 10,NGVD29,18060005,dv,00060,00003,8688,1948-10-01,2020-11-17,26346,"c(-120.8687915, 35.9302434)",72,40
USGS,11151700,SALINAS R A SOLEDAD CA,ST,36.411076,-121.3193738,F,NAD83, 150.61,0.1,NGVD29,18060005,dv,00060,00003,8693,1968-10-01,2020-11-17,17214,"c(-121.3193738, 36.411076)",52,40
USGS,11152000,ARROYO SECO NR SOLEDAD CA,ST,36.28052076,-121.3227063,F,NAD83, 339.20, 20,NGVD29,18060005,dv,00060,00003,8698,1901-10-01,2020-11-17,43513,"c(-121.3227063, 36.28052076)",119,40
USGS,11152050,ARROYO SECO BL RELIZ C NR SOLEDAD CA,ST,36.39968708,-121.3240962,S,NAD83, 167.93,.05,NGVD29,18060005,dv,00060,00003,8699,1994-10-01,2020-11-17,9545,"c(-121.3240962, 36.39968708)",26,40
USGS,11152300,SALINAS R NR CHUALAR CA,ST,36.55357267,-121.5493856,F,NAD83, 68.00,.10,NGVD29,18060005,dv,00060,00003,8703,1976-10-01,2020-11-17,16118,"c(-121.5493856, 36.55357267)",44,40
USGS,11152500,SALINAS R NR SPRECKELS CA,ST,36.631071,-121.672446,F,NAD83, 20.56, 10,NGVD29,18060005,dv,00060,00003,8712,1929-10-01,2020-11-17,33286,"c(-121.672446, 36.631071)",91,40
USGS,11152540,EL TORO C NR SPRECKELS CA,ST,36.5832937,-121.714947,F,NAD83, 210, 10,NGVD29,18060005,dv,00060,00003,8719,1961-10-01,2001-09-29,14609,"c(-121.714947, 36.5832937)",40,21
USGS,11152600,GABILAN C NR SALINAS CA,ST,36.75579196,-121.6105005,F,NAD83,NA,NA,NA,18060015,dv,00060,00003,8721,1970-10-01,2014-09-29,16070,"c(-121.6105005, 36.75579196)",44,34
USGS,11153000,PACHECO C NR DUNNEVILLE CA,ST,36.98,-121.3802778,S,NAD83, 233.46,.10,NAVD88,18060002,dv,00060,00003,8724,1939-10-01,2020-11-17,20867,"c(-121.3802778, 36.98)",81,40
USGS,11153650,LLAGAS C NR GILROY,ST,36.98744858,-121.5271622,S,NAD83, 160, 10,NGVD29,18060002,dv,00060,00003,8731,2002-11-23,2020-11-17,6531,"c(-121.5271622, 36.98744858)",18,40
USGS,11154200,UVAS C NR GILROY CA,ST,36.99217114,-121.5735532,F,NAD83,NA,NA,NA,18060002,dv,00060,00003,8741,1959-01-01,1992-09-30,12327,"c(-121.5735532, 36.99217114)",33,12
USGS,11157500,TRES PINOS C NR TRES PINOS CA,ST,36.76579177,-121.2996532,S,NAD83, 515, 20,NGVD29,18060002,dv,00060,00003,8750,1922-12-08,2020-11-17,24973,"c(-121.2996532, 36.76579177)",98,40
USGS,11158600,SAN BENITO R A HWY 156 NR HOLLISTER CA,ST,36.85189909,-121.4299368,F,NAD83,NA,NA,NA,18060002,dv,00060,00003,8753,1970-10-01,2020-11-17,18311,"c(-121.4299368, 36.85189909)",50,40
USGS,11159000,PAJARO R A CHITTENDEN CA,ST,36.9002307,-121.5977215,F,NAD83, 81.89, 10,NGVD29,18060002,dv,00060,00003,8757,1939-10-01,2020-11-17,29634,"c(-121.5977215, 36.9002307)",81,40
USGS,11159200,CORRALITOS C A FREEDOM CA,ST,36.9393968,-121.7705065,F,NAD83, 89.43,0.1,NGVD29,18060002,dv,00060,00003,8762,1956-10-01,2020-11-17,23424,"c(-121.7705065, 36.9393968)",64,40
USGS,11159500,PAJARO R A WATSONVILLE CA,ST,36.9056111,-121.7518889,S,NAD83, 24,4.3,NAVD88,18060002,dv,00060,00003,242907,1911-10-01,2020-11-17,2111,"c(-121.7518889, 36.9056111)",109,40
USGS,11160060,BEAR C A BOULDER C CA,ST,37.12772447,-122.1169089,F,NAD83,NA,NA,NA,18060015,dv,00060,00003,8774,1977-10-01,1992-12-31,5571,"c(-122.1169089, 37.12772447)",15,12
USGS,11160430,BEAN C NR SCOTTS VALLEY CA,ST,37.0552261,-122.0413516,F,NAD83,NA,NA,NA,18060015,dv,00060,00003,8781,1989-01-06,2007-09-29,6841,"c(-122.0413516, 37.0552261)",18,27
USGS,11161000,SAN LORENZO R A SANTA CRUZ CA,ST,36.9907832,-122.0319076,F,NAD83,NA,NA,NA,18060015,dv,00060,00003,8788,1952-10-01,2020-11-17,15023,"c(-122.0319076, 36.9907832)",68,40
USGS,11162620,PILARCITOS C BL STONE DAM NR HILLSBOROUGH CA,ST,37.52466087,-122.3994177,S,NAD83, 500, 12,NGVD29,18050006,dv,00060,00003,8808,1997-10-01,2020-11-17,8449,"c(-122.3994177, 37.52466087)",23,40
USGS,11162630,PILARCITOS C A HALF MOON BAY CA,ST,37.46660747,-122.434142,F,NAD83,NA,NA,NA,18050006,dv,00060,00003,8812,1966-07-01,2020-11-17,19864,"c(-122.434142, 37.46660747)",54,40
USGS,11162720,COLMA C A SOUTH SAN FRANCISCO CA,ST,37.65382296,-122.4263613,F,NAD83, 12.53,.01,NGVD29,18050004,dv,00060,00003,8818,1963-10-01,1996-11-12,11494,"c(-122.4263613, 37.65382296)",33,16
USGS,11162753,SAN MATEO C BL LO CRYSTAL SP RES NR SAN MATEO CA,ST,37.52944444,-122.3583333,S,NAD83, 160,12.,NGVD29,18050004,dv,00060,00003,8826,2008-09-12,2020-11-17,4450,"c(-122.3583333, 37.52944444)",12,40
USGS,11162800,REDWOOD C A REDWOOD CITY CA,ST,37.44938279,-122.2335772,F,NAD83, 83.92, 10,NGVD29,18050004,dv,00060,00003,8842,1959-10-01,1997-10-20,13900,"c(-122.2335772, 37.44938279)",38,17
USGS,11164500,SAN FRANCISQUITO C A STANFORD UNIVERSITY CA,ST,37.42327257,-122.1894095,F,NAD83, 115.75, 10,NGVD29,18050003,dv,00060,00003,8850,1930-10-01,2020-11-17,29633,"c(-122.1894095, 37.42327257)",90,40
USGS,11166000,MATADERO C A PALO ALTO CA,ST,37.4216062,-122.1355193,F,NAD83, 17.01,.01,NGVD29,18050003,dv,00060,00003,8853,1952-10-01,2017-11-06,23356,"c(-122.1355193, 37.4216062)",65,37
USGS,11169000,GUADALUPE R A SAN JOSE CA,ST,37.3343859,-121.8994,F,NAD83, 72.00,2.5,NGVD29,18050003,dv,00060,00003,8877,1929-10-01,2003-04-30,26875,"c(-121.8994, 37.3343859)",74,23
USGS,11169025,GUADALUPE R ABV HWY 101 A SAN JOSE CA,ST,37.3738296,-121.9330129,S,NAD83, 17.57,.01,NAVD88,18050003,dv,00060,00003,8878,2002-05-23,2020-11-17,6754,"c(-121.9330129, 37.3738296)",18,40
USGS,11169500,SARATOGA C A SARATOGA CA,ST,37.25438808,-122.039404,F,NAD83,NA,NA,NA,18050003,dv,00060,00003,8882,1933-10-01,2020-11-17,31824,"c(-122.039404, 37.25438808)",87,40
USGS,11172175,COYOTE C AB HWY 237 A MILPITAS CA,ST,37.4221617,-121.9274577,S,NAD83, 10, 10,NGVD29,18050003,dv,00060,00003,8904,1999-01-01,2020-11-17,7992,"c(-121.9274577, 37.4221617)",21,40
USGS,11172955,ALAMEDA C BL DIV DAM NR SUNOL CA,ST,37.4986111,-121.7794444,S,NAD83, 840, 20,NGVD29,18050004,dv,00060,00003,8916,2010-10-01,2020-11-17,3701,"c(-121.7794444, 37.4986111)",10,40
USGS,11173500,CALAVERAS C NR SUNOL CA,ST,37.50194444,-121.8183333,S,NAD83, 475, 20,NGVD29,18050004,dv,00060,00003,8924,1898-04-01,2020-11-17,17818,"c(-121.8183333, 37.50194444)",122,40
USGS,11173510,ALAMEDA C BL CALAVERAS C NR SUNOL CA,ST,37.5035472,-121.8246774,S,NAD83, 430, 20,NGVD29,18050004,dv,00060,00003,8928,1995-10-01,2020-11-17,8188,"c(-121.8246774, 37.5035472)",25,40
USGS,11173575,ALAMEDA C BL WELCH C NR SUNOL CA,ST,37.5404908,-121.856345,S,NAD83, 300, 20,NGVD29,18050004,dv,00060,00003,8932,1999-10-01,2020-11-17,7718,"c(-121.856345, 37.5404908)",21,40
USGS,11174000,SAN ANTONIO C NR SUNOL CA,ST,37.577434,-121.857734,S,NAD83, 271.56,.01,NGVD29,18050004,dv,00060,00003,8940,1912-01-01,2020-11-17,16392,"c(-121.857734, 37.577434)",108,40
