list_id,comid,gage_id,ID,NHDV1_COMID,NHDV2_COMID,STATION_NAME,LATITUDE,LONGITUDE,FLOW_YRS_POST_1950,FLOW_YRS_PRE_1975,FINAL_REFERENCE,REF_BEGIN_YEAR,REF_END_YEAR,CEFF_type,geometry,date_begin,date_end,ward
11181006,2803979,11181006,T11181006,2803979,2803979,CASTRO VALLEY C A KNOX ST AT CASTRO VAL CA,37.68215326,-122.079963,5,0,N,NA,NA,ALT,"c(-122.079963, 37.68215326)",1978-10-01,1993-10-06,9
11183000,2789355,11183000,T11183000,2789355,2789355,SAN RAMON C AT WALNUT CREEK CA,37.88436913,-122.0510736,21,21,Y,1952,1964,ALT,"c(-122.0510736, 37.88436913)",1952-10-01,1973-09-30,10
11183500,2789339,11183500,T11183500,2789339,2789339,WALNUT C AT WALNUT CREEK CA,37.90575747,-122.057185,16,16,N,NA,NA,ALT,"c(-122.057185, 37.90575747)",1952-10-01,1968-09-29,10
11185300,14970387,11185300,T11185300,14970387,14970387,GOLDEN TROUT C NR CARTAGO CA,36.37188216,-118.2889759,11,11,N,NA,NA,ALT,"c(-118.2889759, 36.37188216)",1956-10-01,1969-09-29,5
11185350,14970831,11185350,T11185350,14970831,14970831,KERN R NR QUAKING ASPEN CAMP CA,36.13438837,-118.4311976,14,14,N,NA,NA,ALT,"c(-118.4311976, 36.13438837)",1960-10-01,1974-09-29,5
11185400,14970833,11185400,T11185400,14970833,14970833,LITTLE KERN R NR QUAKING ASPEN CAMP CA,36.13549952,-118.4367533,11,11,N,NA,NA,ALT,"c(-118.4367533, 36.13549952)",1957-09-01,1969-09-29,5
11192501,14940950,11192501,T11192501,14940950,14940950,KERN R NR DEMOCRAT SPRINGS CA (TOTAL FLOW) CA,35.52078857,-118.6770332,63,24,NA,NA,NA,ALT,"c(-118.6770332, 35.52078857)",1950-10-01,2018-09-30,2
11203200,14930571,11203200,T11203200,14930571,14930571,TULE R NR SPRINGVILLE CA,36.09467162,-118.836761,10,10,N,NA,NA,ALT,"c(-118.836761, 36.09467162)",1957-10-01,1968-03-31,6
11203500,14931005,11203500,T11203500,14931005,14931005,TULE R NR PORTERVILLE CA,36.07995061,-118.9092637,10,10,N,NA,NA,ALT,"c(-118.9092637, 36.07995061)",1901-11-01,1960-09-29,6
11209500,14922171,11209500,T11209500,14922171,14922171,NF KAWEAH R A KAWEAH CA,36.49022518,-118.9209344,11,10,N,NA,NA,ALT,"c(-118.9209344, 36.49022518)",1910-10-01,1981-09-29,5
11210500,14922805,11210500,T11210500,14922805,14922805,KAWEAH R NR THREE RIVERS CA,36.40661504,-118.9542677,11,11,N,NA,NA,ALT,"c(-118.9542677, 36.40661504)",1903-05-01,1961-09-29,5
11213000,22058549,11213000,T11213000,22058549,22058549,KINGS R NR HUME CA,36.84716695,-118.8981626,7,7,N,NA,NA,ALT,"c(-118.8981626, 36.84716695)",1921-10-01,1958-09-29,6
11214900,22049247,11214900,T11214900,22049247,22049247,NF KINGS R BL WISHON RES CA,37.00133394,-118.9731668,5,0,N,NA,NA,ALT,"c(-118.9731668, 37.00133394)",1986-10-01,2017-09-30,5
11234500,17114909,11234500,T11234500,17114909,17114909,CHIQUITO C NR BASS LAKE CA,37.41299788,-119.3820775,14,14,N,NA,NA,ALT,"c(-119.3820775, 37.41299788)",1921-10-01,1970-09-29,5
11235000,17115421,11235000,T11235000,17115421,17115421,SAN JOAQUIN R AB BIG CREEK CA,37.23744579,-119.331516,12,12,N,NA,NA,ALT,"c(-119.331516, 37.23744579)",1912-10-01,1962-09-29,6
11254000,19784319,11254000,T11254000,19784319,19784319,SAN JOAQUIN R NR MENDOTA CA,36.8105046,-120.3782256,17,4,N,NA,NA,ALT,"c(-120.3782256, 36.8105046)",1939-10-01,2019-12-26,8
11257500,17100137,11257500,T11257500,17100137,17100137,FRESNO R NR KNOWLES CA,37.23716913,-119.7748763,40,24,Y,1950,1970,ALT,"c(-119.7748763, 37.23716913)",1911-10-01,1990-09-30,6
11258000,17100623,11258000,T11258000,17100623,17100623,FRESNO R BL HIDDEN DAM NR DAULTON CA,37.09744734,-119.8896013,40,24,Y,1950,1970,ALT,"c(-119.8896013, 37.09744734)",1941-10-01,1990-09-29,6
11261100,19777307,11261100,T11261100,19777307,19777307,SALT SLOUGH A HWY 165 NR STEVINSON CA,37.24771864,-120.8521446,27,0,N,NA,NA,ALT,"c(-120.8521446, 37.24771864)",1992-10-01,2013-09-30,10
11265000,21609435,11265000,T11265000,21609435,21609435,TENAYA C NR YOSEMITE VILLAGE CA,37.74214772,-119.5579409,8,8,N,NA,NA,ALT,"c(-119.5579409, 37.74214772)",1912-05-01,1958-09-29,1
11268500,21608675,11268500,T11268500,21608675,21608675,MERCED R A BAGBY CA,37.61104447,-120.1315727,16,16,N,NA,NA,ALT,"c(-120.1315727, 37.61104447)",1922-10-01,1966-09-29,1
11270000,21607271,11270000,T11270000,21607271,21607271,MERCED R A EXCHEQUER CA,37.58187901,-120.2801884,14,14,N,NA,NA,ALT,"c(-120.2801884, 37.58187901)",1901-04-01,1964-09-29,1
11277000,17082171,11277000,T11277000,17082171,17082171,CHERRY C NR HETCH HETCHY CA,37.99825414,-119.9010136,5,5,N,NA,NA,ALT,"c(-119.9010136, 37.99825414)",1910-04-01,1955-09-29,5
11293000,343235,11293000,T11293000,343235,343235,MF STANISLAUS R A SBF NR AVERY CA,38.18658501,-120.1421331,16,16,N,NA,NA,ALT,"c(-120.1421331, 38.18658501)",1905-10-01,1966-09-29,5
11294000,342587,11294000,T11294000,342587,342587,HIGHLAND C BL SPICER MEADOWS RES CA,38.3929682,-119.9990737,62,22,Y,1952,1980,ALT,"c(-119.9990737, 38.3929682)",1952-10-01,2018-09-30,5
11294500,344905,11294500,T11294500,344905,344905,NF STANISLAUS R NR AVERY CA,38.2438067,-120.2910282,64,24,Y,1950,1990,ALT,"c(-120.2910282, 38.2438067)",1914-10-01,2018-09-30,5
11295401,343589,11295401,T11295401,343589,343589,STANISLAUS R NR HATHAWAY PINES CA (TOTAL FLOW),38.14130917,-120.3729738,27,7,NA,NA,NA,ALT,"c(-120.3729738, 38.14130917)",1967-08-01,1994-09-29,2
11299500,348435,11299500,T11299500,348435,348435,STANISLAUS R BL MELONES PH NR SONORA CA,37.94714745,-120.5301993,17,17,N,NA,NA,ALT,"c(-120.5301993, 37.94714745)",1931-02-01,1967-09-29,5
11303500,1897416,11303500,T11303500,1897416,1897416,SAN JOAQUIN R NR VERNALIS CA,37.67604063,-121.2663293,63,24,N,NA,NA,ALT,"c(-121.2663293, 37.67604063)",1923-10-01,2019-12-26,10
11316800,17056582,11316800,T11316800,17056582,17056582,FOREST C NR WILSEYVILLE CA,38.40324566,-120.4468676,53,14,Y,1960,1980,ALT,"c(-120.4468676, 38.40324566)",1960-08-01,2018-09-30,2
11318500,17056948,11318500,T11318500,17056948,17056948,SF MOKELUMNE R NR WEST POINT CA,38.36824625,-120.5454823,63,24,Y,1950,1970,ALT,"c(-120.5454823, 38.36824625)",1933-10-01,2018-09-30,2
11344000,7927411,11344000,T11344000,7927411,7927411,NF PIT R A ALTURAS CA,41.48211471,-120.5388443,14,3,N,NA,NA,ALT,"c(-120.5388443, 41.48211471)",1929-04-01,1985-09-29,6
11352500,7952018,11352500,T11352500,7952018,7952018,HORSE C AT LITTLE VALLEY NR PITTVILLE CA,40.89822142,-121.174415,8,8,N,NA,NA,ALT,"c(-121.174415, 40.89822142)",1929-04-01,1967-09-29,6
11372000,2495296,11372000,T11372000,2495296,2495296,CLEAR C NR IGO CA,40.51320587,-122.5241795,63,24,Y,1950,1963,ALT,"c(-122.5241795, 40.51320587)",1940-10-01,2019-12-26,3
11374000,2495212,11374000,T11374000,2495212,2495212,COW C NR MILLVILLE CA,40.50487467,-122.2330577,63,24,Y,1950,1980,ALT,"c(-122.2330577, 40.50487467)",1949-10-01,2019-12-26,10
11374400,4296309,11374400,T11374400,4296309,4296309,MF COTTONWOOD C NR ONO CA,40.36737354,-122.5730675,19,18,N,NA,NA,ALT,"c(-122.5730675, 40.36737354)",1956-10-01,1975-09-29,3
11375820,4296867,11375820,T11375820,4296867,4296867,SF COTTONWOOD C NR COTTONWOOD CA,40.31626368,-122.4488965,16,12,N,NA,NA,ALT,"c(-122.4488965, 40.31626368)",1962-10-01,1978-09-29,6
11378000,12068868,11378000,T11378000,12068868,12068868,SACRAMENTO R NR RED BLUFF CA,40.2318222,-122.1816633,18,18,N,NA,NA,ALT,"c(-122.1816633, 40.2318222)",1902-10-01,1968-09-29,4
11386500,7993111,11386500,T11386500,7993111,7993111,GRINDSTONE C NR ELK CREEK CA,39.67710115,-122.531939,7,7,N,NA,NA,ALT,"c(-122.531939, 39.67710115)",1935-10-01,1972-09-29,3
11387000,7993127,11387000,T11387000,7993127,7993127,STONY C NR FRUTO CA,39.67154569,-122.5180498,18,14,N,NA,NA,ALT,"c(-122.5180498, 39.67154569)",1901-02-01,1978-09-29,3
11389700,2769334,11389700,T11389700,2769334,2769334,BUTTE C A BUTTE MEADOWS CA,40.06821525,-121.5746975,14,14,N,NA,NA,ALT,"c(-121.5746975, 40.06821525)",1960-08-01,1974-10-17,6
11390660,2843289,11390660,T11390660,2843289,2843289,WALKER C A ARTOIS CA,39.62543684,-122.1969283,16,9,N,NA,NA,ALT,"c(-122.1969283, 39.62543684)",1965-08-01,1981-09-29,7
11392100,948020312,11392100,T11392100,8041721,948020312,MF FEATHER R NR PORTOLA CA,39.81906795,-120.4446582,11,6,N,NA,NA,ALT,"c(-120.4446582, 39.81906795)",1968-10-01,1980-09-29,6
11393500,8039191,11393500,T11393500,8039191,8039191,MF FEATHER R BL SLOAT CA,39.86656102,-120.7718924,12,12,N,NA,NA,ALT,"c(-120.7718924, 39.86656102)",1941-04-01,1962-09-29,6
11394620,8037351,11394620,T11394620,8037351,8037351,FALL R NR FEATHER FALLS CA,39.66655608,-121.1346804,16,11,N,NA,NA,ALT,"c(-121.1346804, 39.66655608)",1963-07-23,1979-10-05,6
11397000,8038163,11397000,T11397000,8038163,8038163,SF FEATHER R A ENTERPRISE CA,39.53738716,-121.3469086,16,16,N,NA,NA,ALT,"c(-121.3469086, 39.53738716)",1911-10-01,1966-09-29,6
11397500,8038117,11397500,T11397500,8038117,8038117,FEATHER R A BIDWELL BAR CA,39.5540531,-121.438578,14,14,N,NA,NA,ALT,"c(-121.438578, 39.5540531)",1911-10-01,1964-09-29,6
11401100,2773572,11401100,T11401100,2773572,2773572,BUTT C NR CARIBOU CA,40.09655422,-121.132739,7,1,N,NA,NA,ALT,"c(-121.132739, 40.09655422)",1969-10-01,1981-09-29,6
11401180,8027906,11401180,T11401180,8027906,8027906,LITTLE GRIZZLY C NR GENESEE CA,40.01378187,-120.7541173,15,10,N,NA,NA,ALT,"c(-120.7541173, 40.01378187)",1964-09-01,1979-10-23,5
11406500,2776614,11406500,T11406500,2776614,2776614,WB FEATHER R NR YANKEE HILL CA,39.69849562,-121.5616379,13,13,N,NA,NA,ALT,"c(-121.5616379, 39.69849562)",1930-10-01,1963-09-29,6
11407700,7972591,11407700,T11407700,7972591,7972591,FEATHER R A YUBA CITY CA,39.138781,-121.6057994,12,10,N,NA,NA,ALT,"c(-121.6057994, 39.138781)",1964-10-01,1976-09-29,7
11408850,8063571,11408850,T11408850,8063571,8063571,M YUBA R NR CAMPTONVILLE CA,39.41683845,-120.9527274,22,7,Y,1967,1980,ALT,"c(-120.9527274, 39.41683845)",1967-08-18,1989-09-30,6
11410000,8060699,11410000,T11410000,8060699,8060699,M YUBA R NR NORTH SAN JUAN CA,39.3940587,-121.0849543,4,0,N,NA,NA,ALT,"c(-121.0849543, 39.3940587)",1900-07-01,2005-03-17,6
11413500,8062435,11413500,T11413500,8062435,8062435,N YUBA R BL BULLARDS BAR DAM CA,39.4040579,-121.1427343,16,16,N,NA,NA,ALT,"c(-121.1427343, 39.4040579)",1940-10-01,1966-09-29,6
11413517,8060745,11413517,T11413517,8060745,8060745,N YUBA R LOW FLOW RLS BL NEW BULLARDS BAR DAM CA,39.39044696,-121.1444008,1,0,NA,NA,NA,ALT,"c(-121.1444008, 39.39044696)",2004-09-30,2018-09-30,6
11414000,8064109,11414000,T11414000,8064109,8064109,S YUBA R NR CISCO CA,39.32129093,-120.5643753,44,24,Y,1950,1980,ALT,"c(-120.5643753, 39.32129093)",1942-10-01,1994-10-12,1
11414470,8063439,11414470,T11414470,8063439,8063439,CANYON C BL SAWMILL LK CA,39.44545636,-120.602435,9,0,N,NA,NA,ALT,"c(-120.602435, 39.44545636)",1989-10-01,2018-09-30,5
11418000,8062589,11418000,T11418000,8062589,8062589,YUBA R BL ENGLEBRIGHT DAM NR SMARTVILLE CA,39.23517079,-121.2741256,62,24,Y,1950,1970,ALT,"c(-121.2741256, 39.23517079)",1941-10-01,2018-09-30,6
11420500,8062635,11420500,T11420500,8062635,8062635,DRY C A VIRGINIA RANCH CA,39.3221133,-121.3135724,11,11,N,NA,NA,ALT,"c(-121.3135724, 39.3221133)",1948-10-01,1961-09-29,4
11420700,8061127,11420700,T11420700,8061127,8061127,DRY C NR BROWNS VALLEY CA,39.25628098,-121.3438503,16,10,N,NA,NA,ALT,"c(-121.3438503, 39.25628098)",1964-08-01,1980-10-03,4
11421500,7981874,11421500,T11421500,7981874,7981874,YUBA R A MARYSVILLE CA,39.14433653,-121.5774654,7,7,N,NA,NA,ALT,"c(-121.5774654, 39.14433653)",1943-10-01,1957-09-29,4
11421700,7972673,11421700,T11421700,7972673,7972673,FEATHER R BL SHANGHAI BEND NR OLIVEHURST CA,39.07878187,-121.603298,11,5,N,NA,NA,ALT,"c(-121.603298, 39.07878187)",1969-10-01,1980-09-29,3
11421710,15014823,11421710,T11421710,15014823,15014823,BEAR R NR EMIGRANT GAP CA,39.30628935,-120.6791015,9,0,N,NA,NA,ALT,"c(-120.6791015, 39.30628935)",1987-09-30,2018-09-30,1
11423000,15012953,11423000,T11423000,15012953,15012953,BEAR R NR AUBURN CA,39.01656307,-121.1068921,17,17,N,NA,NA,ALT,"c(-121.1068921, 39.01656307)",1941-04-01,1967-09-29,1
11424500,15069312,11424500,T11424500,15069312,15069312,DRY C NR WHEATLAND CA,39.02628325,-121.4371809,12,12,N,NA,NA,ALT,"c(-121.4371809, 39.02628325)",1946-10-01,1962-09-29,8
11425500,15039097,11425500,T11425500,15039097,15039097,SACRAMENTO R A VERONA CA,38.77434584,-121.5982928,64,24,N,NA,NA,ALT,"c(-121.5982928, 38.77434584)",1929-10-01,2019-12-26,7
11431000,14997367,11431000,T11431000,14997367,14997367,RUBICON R NR GEORGETOWN CA,38.95823817,-120.4857555,14,14,N,NA,NA,ALT,"c(-120.4857555, 38.95823817)",1910-04-01,1964-11-30,1
11432500,14997987,11432500,T11432500,14997987,14997987,PILOT C NR GEORGETOWN CA,38.90379188,-120.6040929,10,10,N,NA,NA,ALT,"c(-120.6040929, 38.90379188)",1946-04-01,1960-09-29,6
11433300,14993649,11433300,T11433300,14993649,14993649,MF AMERICAN R NR FORESTHILL CA,39.0060108,-120.7607633,55,16,Y,1958,1966,ALT,"c(-120.7607633, 39.0060108)",1958-10-01,2018-09-30,1
11433400,14997497,11433400,T11433400,14997497,14997497,CANYON C NR GEORGETOWN CA,38.93406607,-120.8735478,13,8,N,NA,NA,ALT,"c(-120.8735478, 38.93406607)",1966-07-01,1979-10-10,4
11433500,14994421,11433500,T11433500,14994421,14994421,MF AMERICAN R NR AUBURN CA,38.91795401,-121.0152215,34,23,Y,1950,1968,ALT,"c(-121.0152215, 38.91795401)",1911-10-01,1986-01-31,1
11439501,14982602,11439501,T11439501,14982602,14982602,SF AMERICAN R NR KYBURZ TOTAL FLOW CA,38.76351814,-120.3285277,64,24,NA,NA,NA,ALT,"c(-120.3285277, 38.76351814)",1922-10-01,2018-09-30,6
11439999,14983440,11439999,T11439999,14983440,14983440,ALDER C NR WHITEHALL CA (CREEK ONLY) CA,38.75518399,-120.3724184,7,1,N,NA,NA,ALT,"c(-120.3724184, 38.75518399)",1970-10-01,2018-09-30,6
11441000,14983584,11441000,T11441000,14983584,14983584,SILVER C A UNION VALLEY CA,38.8651831,-120.4274203,9,9,N,NA,NA,ALT,"c(-120.4274203, 38.8651831)",1924-10-01,1960-09-29,6
11442000,14982362,11442000,T11442000,14982362,14982362,SILVER C NR PLACERVILLE CA,38.79157,-120.5885378,11,11,N,NA,NA,ALT,"c(-120.5885378, 38.79157)",1922-04-01,1961-09-29,5
11445000,14982326,11445000,T11445000,14982326,14982326,SF AMERICAN R A COLOMA CA,38.80156804,-120.8910493,0,0,N,NA,NA,ALT,"c(-120.8910493, 38.80156804)",1929-10-01,1941-09-29,6
11445500,14982092,11445500,T11445500,14982092,14982092,SF AMERICAN R NR LOTUS CA,38.81851188,-120.946885,44,23,Y,1951,1965,ALT,"c(-120.946885, 38.81851188)",1951-10-01,1995-09-30,6
11447000,948021144,11447000,T11447000,15024959,948021144,AMERICAN R A SACRAMENTO CA,38.56796132,-121.4232867,9,9,N,NA,NA,ALT,"c(-121.4232867, 38.56796132)",1943-10-01,1959-09-29,4
11447500,15039173,11447500,T11447500,15039173,15039173,SACRAMENTO R A SACRAMENTO CA,38.5865717,-121.505511,29,24,N,NA,NA,ALT,"c(-121.505511, 38.5865717)",1948-10-01,1979-09-29,4
11447650,15048349,11447650,T11447650,15048349,15048349,SACRAMENTO R A FREEPORT CA,38.45601954,-121.5013437,64,24,N,NA,NA,ALT,"c(-121.5013437, 38.45601954)",1948-10-01,2015-09-30,10
11449010,8009247,11449010,T11449010,8009247,8009247,HIGHLAND C BL HIGHLAND CREEK DAM CA,38.94823234,-122.9019401,11,8,N,NA,NA,ALT,"c(-122.9019401, 38.94823234)",1965-12-01,1977-09-29,4
11453200,8015397,11453200,T11453200,8015397,8015397,DRY C NR MIDDLETOWN CA,38.7351832,-122.6488756,14,13,N,NA,NA,ALT,"c(-122.6488756, 38.7351832)",1959-10-01,1980-03-31,4
11455000,15039031,11455000,T11455000,15039031,15039031,PUTAH C NR DAVIS CA,38.52324013,-121.7871846,12,12,N,NA,NA,ALT,"c(-121.7871846, 38.52324013)",1948-10-01,1962-12-31,7
11458100,1669149,11458100,T11458100,1669149,1669149,MILLIKEN C NR NAPA,38.33852436,-122.2694182,13,4,N,NA,NA,ALT,"c(-122.2694182, 38.33852436)",1970-10-01,1983-09-29,8
11458200,1669177,11458200,T11458200,1669177,1669177,REDWOOD C NR NAPA CA,38.31769165,-122.3441427,15,15,N,NA,NA,ALT,"c(-122.3441427, 38.31769165)",1958-08-01,1973-10-01,1
11460920,3879992,11460920,T11460920,3879992,3879992,SALMON C A BODEGA CA,38.34824949,-122.9802769,13,12,N,NA,NA,ALT,"c(-122.9802769, 38.34824949)",1962-08-01,1975-10-01,4
11465150,8272147,11465150,T11465150,8272147,8272147,PENA C NR GEYSERVILLE CA,38.70046558,-122.9722211,12,0,N,NA,NA,ALT,"c(-122.9722211, 38.70046558)",1978-10-01,1990-09-30,7
11468010,2664251,11468010,T11468010,2664251,2664251,ALBION R NR COMPTCHE CA,39.260174,-123.6177893,9,8,N,NA,NA,ALT,"c(-123.6177893, 39.260174)",1961-08-01,2003-09-29,6
11472500,8303370,11472500,T11472500,8303370,8303370,EEL R AB DOS RIOS CA,39.6887672,-123.3594584,14,14,N,NA,NA,ALT,"c(-123.3594584, 39.6887672)",1951-04-01,1965-09-29,6
11472800,8294891,11472800,T11472800,8294891,8294891,MF EEL R AB BLACK BUTTE R NR COVELO CA,39.8290433,-123.070842,7,3,N,NA,NA,ALT,"c(-123.070842, 39.8290433)",1967-10-01,2005-09-29,5
11479000,2702157,11479000,T11479000,2702157,2702157,YAGER C NR CARLOTTA CA,40.57068983,-124.0497717,13,13,N,NA,NA,ALT,"c(-124.0497717, 40.57068983)",1953-10-01,1972-09-29,6
11482468,8315609,11482468,T11482468,8315609,8315609,LITTLE LOST MAN C A SITE NO 2 NR ORICK CA,41.3220674,-124.0206264,13,0,N,NA,NA,ALT,"c(-124.0206264, 41.3220674)",1974-06-27,1989-09-29,6
11512500,362881,11512500,T11512500,362881,362881,KLAMATH R BL FALL C NR COPCO CA,41.97208569,-122.3691862,11,11,N,NA,NA,ALT,"c(-122.3691862, 41.97208569)",1923-10-01,1961-09-29,6
11518050,3801187,11518050,T11518050,3801187,3801187,EF SCOTT R CALAHAN CA,41.30375579,-122.7766945,15,15,N,NA,NA,ALT,"c(-122.7766945, 41.30375579)",1959-10-01,1974-09-29,6
11525500,8246426,11525500,T11525500,8246426,8246426,TRINITY R A LEWISTON CA,40.71931244,-122.8036339,64,24,Y,1950,1960,ALT,"c(-122.8036339, 40.71931244)",1911-10-01,2019-12-26,5
11530300,4441134,11530300,T11530300,4441134,4441134,BLUE C NR KLAMATH CA,41.44984419,-123.895625,13,9,N,NA,NA,ALT,"c(-123.895625, 41.44984419)",1965-10-01,1978-09-29,6
103087889,8922755,103087889,T103087889,8922755,8922755,4L C NR MARKLEEVILLE CA,38.7108333,-119.6630556,11,0,N,NA,NA,ALT,"c(-119.6630556, 38.7108333)",2003-10-01,2019-11-19,6
103366092,8943677,103366092,T103366092,8943677,8943677,UPPER TRUCKEE R AT HWY 50 ABOVE MEYERS CA,38.8485185,-120.0271275,24,0,N,NA,NA,ALT,"c(-120.0271275, 38.8485185)",1990-06-01,2019-12-26,10
11046250,20351625,11046250,T11046250,20351625,20351625,SAN ONOFRE C A SAN ONOFRE CA,33.38391854,-117.5742128,29,17,N,NA,NA,ALT,"c(-117.5742128, 33.38391854)",1946-10-01,2010-10-05,4
11046360,20350869,11046360,T11046360,20350869,20350869,CRISTIANITOS C AB SAN MATEO C NR SAN CLEMENTE CA,33.42641717,-117.5703242,21,0,N,NA,NA,ALT,"c(-117.5703242, 33.42641717)",1993-10-01,2019-12-26,4
11046530,20348919,11046530,T11046530,20348919,20348919,SAN JUAN C AT LA NOVIA ST BR AT SAN JUAN CAPIS CA,33.5025264,-117.6481058,29,0,N,NA,NA,ALT,"c(-117.6481058, 33.5025264)",1985-10-01,2019-12-26,10
11047300,20350681,11047300,T11047300,20350681,20350681,ARROYO TRABUCO A SAN JUAN CAPISTRANO CA,33.49835999,-117.6658843,30,2,N,NA,NA,ALT,"c(-117.6658843, 33.49835999)",1972-10-01,2019-12-26,10
11047500,20350507,11047500,T11047500,20350507,20350507,ALISO C A EL TORO CA,33.62613356,-117.6850513,30,24,N,NA,NA,ALT,"c(-117.6850513, 33.62613356)",1930-10-01,1980-09-29,9
11048500,20355428,11048500,T11048500,20355428,20355428,SAN DIEGO C AT CULVER DR NR IRVINE CA,33.68168682,-117.8094992,35,24,N,NA,NA,ALT,"c(-117.8094992, 33.68168682)",1949-10-01,1985-09-29,10
11048600,20355520,11048600,T11048600,20355520,20355520,BONITA C A IRVINE CA,33.64502095,-117.8611673,13,0,N,NA,NA,ALT,"c(-117.8611673, 33.64502095)",2001-07-01,2019-12-26,9
11051499,22558244,11051499,T11051499,22558244,22558244,SANTA ANA R NR MENTONE (RIVER ONLY) CA,34.10834489,-117.1005912,19,0,N,NA,NA,ALT,"c(-117.1005912, 34.10834489)",1994-10-01,2019-12-26,3
11051500,22558244,11051500,T11051500,22558244,22558244,SANTA ANA R NR MENTONE CA,34.10834489,-117.1005911,63,24,N,NA,NA,ALT,"c(-117.1005911, 34.10834489)",1896-07-01,2019-12-26,3
11054000,22556090,11054000,T11054000,22556090,22556090,MILL C NR YUCAIPA CA,34.09084538,-117.0375325,36,24,N,NA,NA,ALT,"c(-117.0375325, 34.09084538)",1918-10-01,1986-09-29,3
11055500,22555860,11055500,T11055500,22555860,22555860,PLUNGE C NR EAST HIGHLANDS CA,34.11834458,-117.141704,63,24,N,NA,NA,ALT,"c(-117.141704, 34.11834458)",1919-02-01,2019-12-26,3
11055800,22555756,11055800,T11055800,22555756,22555756,CITY C NR HIGHLAND CA,34.1438992,-117.1886507,63,24,N,NA,NA,ALT,"c(-117.1886507, 34.1438992)",1919-10-01,2019-12-26,2
11056500,22559032,11056500,T11056500,22559032,22559032,LITTLE SAN GORGONIO C NR BEAUMONT CA,34.0291802,-116.946137,35,24,N,NA,NA,ALT,"c(-116.946137, 34.0291802)",1948-10-01,1985-09-29,2
11057500,22557960,11057500,T11057500,22557960,22557960,SAN TIMOTEO C NR LOMA LINDA CA,34.0614024,-117.2675419,52,17,N,NA,NA,ALT,"c(-117.2675419, 34.0614024)",1954-10-01,2019-12-26,3
11058500,22555342,11058500,T11058500,22555342,22555342,E TWIN C NR ARROWHEAD SPRINGS CA,34.17917556,-117.2655982,62,24,N,NA,NA,ALT,"c(-117.2655982, 34.17917556)",1919-12-27,2019-12-26,2
11060400,22557922,11060400,T11060400,22557922,22557922,WARM C NR SAN BERNARDINO CA,34.07834596,-117.3003209,48,8,N,NA,NA,ALT,"c(-117.3003209, 34.07834596)",1964-03-01,2019-12-26,3
11062000,22554826,11062000,T11062000,22554826,22554826,LYTLE C NR FONTANA CA,34.2122298,-117.458105,63,24,N,NA,NA,ALT,"c(-117.458105, 34.2122298)",1918-10-01,2019-12-26,2
11063500,22557742,11063500,T11063500,22557742,22557742,LONE PINE C NR KEENBROOK CA,34.2663946,-117.4639388,58,24,N,NA,NA,ALT,"c(-117.4639388, 34.2663946)",1920-01-01,2008-09-29,2
11063510,22557744,11063510,T11063510,22557744,22557744,CAJON C BL LONE PINE C NR KEENBROOK CA,34.2633392,-117.4669944,37,3,N,NA,NA,ALT,"c(-117.4669944, 34.2633392)",1971-10-01,2019-12-26,3
11063680,22554872,11063680,T11063680,22554872,22554872,DEVIL CYN C NR SAN BERNARDINO CA,34.20834107,-117.331434,63,24,N,NA,NA,ALT,"c(-117.331434, 34.20834107)",1920-01-01,2019-12-26,3
11067000,22555060,11067000,T11067000,22555060,22555060,DAY C NR ETIWANDA CA,34.18500809,-117.539774,22,22,N,NA,NA,ALT,"c(-117.539774, 34.18500809)",1928-10-01,1972-09-30,2
11069500,22535256,11069500,T11069500,22535256,22535256,SAN JACINTO R NR SAN JACINTO,33.73807629,-116.8339098,59,24,N,NA,NA,ALT,"c(-116.8339098, 33.73807629)",1920-10-01,2019-12-26,4
11070000,22535350,11070000,T11070000,22535350,22535350,BAUTISTA C NR HEMET CA,33.69446686,-116.8508549,19,19,N,NA,NA,ALT,"c(-116.8508549, 33.69446686)",1947-10-01,1969-09-29,4
11070210,22534640,11070210,T11070210,22534640,22534640,SAN JACINTO R A RAMONA EXPRESSWAY NR LAKEVIEW CA,33.83974065,-117.135866,14,0,N,NA,NA,ALT,"c(-117.135866, 33.83974065)",2000-08-23,2019-12-26,10
11070365,22532938,11070365,T11070365,22532938,22532938,SAN JACINTO R NR SUN CITY CA,33.74613114,-117.231703,14,0,N,NA,NA,ALT,"c(-117.231703, 33.74613114)",2000-08-25,2019-12-26,10
11070375,22534654,11070375,T11070375,22534654,22534654,SAN JACINTO R A RR CYN WEIR NR ELSINORE CA,33.73613136,-117.2530929,31,22,N,NA,NA,ALT,"c(-117.2530929, 33.73613136)",1951-10-01,1984-09-29,10
11070465,22532978,11070465,T11070465,22532978,22532978,SALT C A MURRIETA RD NR SUN CITY CA,33.6941882,-117.2055903,16,0,N,NA,NA,ALT,"c(-117.2055903, 33.6941882)",1983-10-01,2019-12-26,10
11070500,22534666,11070500,T11070500,22534666,22534666,SAN JACINTO R NR ELSINORE CA,33.66418858,-117.293927,64,24,N,NA,NA,ALT,"c(-117.293927, 33.66418858)",1916-01-01,2019-12-26,10
11073000,22554788,11073000,T11073000,22554788,22554788,SAN ANTONIO C NR CLAREMONT CA,34.21556184,-117.6686665,22,22,N,NA,NA,ALT,"c(-117.6686665, 34.21556184)",1901-03-11,1972-09-30,2
