"objectid","sampleid","stationcode","sampledate","samplemonth","sampleday","sampleyear","collectionmethodcode","fieldreplicate","databasecode","count","number_of_mmi_iterations","number_of_oe_iterations","pcnt_ambiguous_individuals","pcnt_ambiguous_taxa","e","mean_o","oovere","oovere_percentile","mmi","mmi_percentile","csci","csci_percentile","scoredate","scorenotes","cleaned","rand","processed_by","record_origin","origin_lastupdatedate","record_publish","globalid","created_user","created_date","last_edited_user","last_edited_date","login_email","login_agency","login_owner","login_year","login_project"
4944,"404M07349_07152015_BMI_RWB_1","404M07349","2015-07-15 00:00:00",7,15,2015,"BMI_RWB",1,"SMC",628,20,20,0.47770701,4.44444444,7.75387107,5.95,0.76735865,0.11,0.68690691,0.04,0.72713278,0.04,"2016-08-05 00:00:00","Distinct set to NA","Yes",2,"human","SMC","2018-09-12 00:00:00","true","{33C69BB0-5F77-4579-A68D-724A241A35B7}",NA,NA,NA,NA,NA,NA,NA,NA,NA
3233,"111WE0844_08082002_BMI_TRC_1","111WE0844","2002-08-08 00:00:00",8,8,2002,"BMI_TRC",1,"",484,1,20,10.53719008,3.50877193,22.96647665,24.9,1.08418894,0.67,1.01403518,0.53,1.04911206,0.62,"2018-09-03 07:50:41","Distinct set to NA","Yes",2,"machine","SWAMP","2012-10-04 00:00:00","false","{63F13005-E4C4-4322-85C7-2510593102DF}",NA,NA,NA,NA,NA,NA,NA,NA,NA
3349,"305WE0883_06282001_BMI_TRC_1","305WE0883","2001-06-28 00:00:00",6,28,2001,"BMI_TRC",1,"",513,20,20,3.11890838,3.03030303,14.21292655,17.5,1.23127351,0.89,1.23087839,0.9,1.23107595,0.93,"2018-09-03 07:50:41","Distinct set to NA","Yes",2,"machine","SWAMP","2012-10-04 00:00:00","false","{CC54068B-AB62-4852-8B76-FC64950B2F6C}",NA,NA,NA,NA,NA,NA,NA,NA,NA
8017,"505MRSRxx_10261999_BMI_CSBP_Trans_1","505MRSRxx","1999-10-26 00:00:00",10,26,1999,"BMI_CSBP_Trans",1,"SWAMP",810,20,20,0.49627792,8.10810811,13.18116986,11.1,0.84211038,0.2,1.02300872,0.55,0.93255955,0.34,"2016-08-05 00:00:00","Distinct set to NA","Yes",2,"human","SMC","2018-09-12 00:00:00","false","{343B2BDF-58B3-43D7-A4E0-6FCCB956FDBE}",NA,NA,NA,NA,NA,NA,NA,NA,NA
2129,"533FC1043_06042014_BMI_RWB_1","533FC1043","2014-06-04 00:00:00",6,4,2014,"BMI_RWB",1,"",610,20,20,0.32786885,4.34782609,13.2882874,4.8,0.36122036,0,0.21961649,0,0.29041843,0,"2018-09-02 09:34:00","Distinct set to NA","Yes",2,"machine","SWAMP","2016-08-04 00:00:00","false","{712D0C47-5AAA-498A-B4E4-329A60AACF95}",NA,NA,NA,NA,NA,NA,NA,NA,NA
1126,"309CAW130_04292015_BMI_RWB_1","309CAW130","2015-04-29 00:00:00",4,29,2015,"BMI_RWB",1,"",597,20,20,1.67504188,7.93650794,10.38044219,8.8,0.84774809,0.21,0.70901977,0.05,0.77838393,0.08,"2018-09-02 09:34:00","Distinct set to NA","Yes",2,"machine","SWAMP","2017-08-03 00:00:00","false","{DBBB6763-15AD-4A3F-8BFD-0A1C734C2105}",NA,NA,NA,NA,NA,NA,NA,NA,NA
9683,"315JAL_04142004_BMI_CSBP_Trans_1","315JAL","2004-04-14 00:00:00",4,14,2004,"BMI_CSBP_Trans",1,"SWAMP",918,20,20,24.72766885,4.44444444,7.04991837,5,0.70922807,0.06,0.84312257,0.19,0.77617532,0.08,"2016-08-05 00:00:00","Distinct set to NA","Yes",2,"human","SMC","2018-09-12 00:00:00","false","{999CE506-BA3B-4958-8249-9C7ECD4F74AB}",NA,NA,NA,NA,NA,NA,NA,NA,NA
3197,"106WE0768_07252001_BMI_TRC_1","106WE0768","2001-07-25 00:00:00",7,25,2001,"BMI_TRC",1,"",498,1,20,1.40562249,1.2987013,16.94440131,19.6,1.15672426,0.79,0.89970098,0.29,1.02821262,0.57,"2018-09-03 07:50:41","Distinct set to NA","Yes",2,"machine","SWAMP","2012-10-04 00:00:00","false","{8D0E81B0-A903-4B12-9CD8-DC6E752502B9}",NA,NA,NA,NA,NA,NA,NA,NA,NA
2933,"904S08089_05202010_BMI_RWB_1","904S08089","2010-05-20 00:00:00",5,20,2010,"BMI_RWB",1,"",591,20,20,0,0,6.88532082,6.7,0.97308465,0.44,0.72919639,0.07,0.85114052,0.18,"2018-09-02 09:34:00","Distinct set to NA","Yes",2,"machine","SWAMP","2011-07-07 00:00:00","true","{768279B0-1F1E-4D5F-BCF4-31797A90D08B}",NA,NA,NA,NA,NA,NA,NA,NA,NA
2460,"634HID001_10032011_BMI_RWB_1","634HID001","2011-10-03 00:00:00",10,3,2011,"BMI_RWB",1,"",580,20,20,19.48275862,17.46031746,11.56516995,11.95,1.03327491,0.57,1.29972433,0.95,1.16649962,0.85,"2018-09-02 09:34:00","Distinct set to NA","Yes",2,"machine","SWAMP","2013-06-07 00:00:00","false","{7FEF5AF5-564D-4210-8C1D-D248AE5B1474}",NA,NA,NA,NA,NA,NA,NA,NA,NA
3322,"207CE0058_05192004_BMI_TRC_1","207CE0058","2004-05-19 00:00:00",5,19,2004,"BMI_TRC",1,"",477,1,20,0,0,10.76507598,6,0.55735789,0.01,0.29197028,0,0.42466408,0,"2018-09-03 07:50:41","Distinct set to NA","Yes",2,"machine","SWAMP","2013-12-04 00:00:00","false","{A7247E16-6B6A-4E48-9B59-76131DDF0AFD}",NA,NA,NA,NA,NA,NA,NA,NA,NA
8668,"305SCC_04281998_BMI_CSBP_Trans_1","305SCC","1998-04-28 00:00:00",4,28,1998,"BMI_CSBP_Trans",1,"SWAMP",721,20,20,0,0,9.09809318,4,0.43965256,0,0.12772718,0,0.28368987,0,"2016-08-05 00:00:00","Distinct set to NA","Yes",2,"human","SMC","2018-09-12 00:00:00","false","{57B74D5B-1E03-4A8E-B9C0-B31C6F55BCAE}",NA,NA,NA,NA,NA,NA,NA,NA,NA
3064,"909WE0662_06032008_BMI_RWB_1","909WE0662","2008-06-03 00:00:00",6,3,2008,"BMI_RWB",1,"",615,20,20,3.25203252,5.79710145,7.09034083,8.4,1.18471033,0.83,0.99978481,0.5,1.09224757,0.72,"2018-09-02 09:34:00","Distinct set to NA","Yes",2,"machine","SWAMP","2015-02-04 00:00:00","true","{D1C0267F-0186-407D-AB2F-E3A662FBF1B0}",NA,NA,NA,NA,NA,NA,NA,NA,NA
1934,"519PS0198_07152009_BMI_RWB_1","519PS0198","2009-07-15 00:00:00",7,15,2009,"BMI_RWB",1,"",568,20,20,0.35211268,5.26315789,9.57340001,4.75,0.49616646,0,0.30631219,0,0.40123932,0,"2018-09-02 09:34:00","Distinct set to NA","Yes",2,"machine","SWAMP","2011-07-07 00:00:00","false","{6D057195-EBD0-422B-8067-3BFD8DFD84BC}",NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,"524PS0202_09202012_BMI_RWB_2","524PS0202","2012-09-20 00:00:00",9,20,2012,"BMI_RWB",2,"",591,20,20,2.19966159,9.33333333,17.00125069,17.35,1.02051316,0.54,0.89195039,0.27,0.95623178,0.39,"2018-09-02 09:34:00","Distinct set to NA","Yes",2,"machine","SWAMP","2014-08-09 00:00:00","false","{431FD93F-7AFF-43F1-BBBE-58D53C8A7F2B}",NA,NA,NA,NA,NA,NA,NA,NA,NA
1370,"403WE1027_05302013_BMI_RWB_1","403WE1027","2013-05-30 00:00:00",5,30,2013,"BMI_RWB",1,"",617,20,20,0.97244733,2.56410256,8.48048397,10.45,1.23224099,0.89,0.80338861,0.14,1.0178148,0.54,"2018-09-02 09:34:00","Distinct set to NA","Yes",2,"machine","SWAMP","2015-02-04 00:00:00","true","{F5C486F8-121C-421C-821E-06F6C2DC97EB}",NA,NA,NA,NA,NA,NA,NA,NA,NA
500,"107WE0750_08072001_BMI_RWB_1","107WE0750","2001-08-07 00:00:00",8,7,2001,"BMI_RWB",1,"",513,20,20,2.53411306,5.45454545,16.44191473,13.7,0.83323629,0.19,0.76426358,0.09,0.79874994,0.1,"2018-09-02 09:34:00","Distinct set to NA","Yes",2,"machine","SWAMP","2012-10-04 00:00:00","false","{F16D0237-7495-4201-A9D7-56450767D9DF}",NA,NA,NA,NA,NA,NA,NA,NA,NA
5504,"902RCWGRx_05242000_BMI_CSBP_Trans_1","902RCWGRx","2000-05-24 00:00:00",5,24,2000,"BMI_CSBP_Trans",1,"SWAMP",794,20,20,0.25252525,7.69230769,7.61313682,5.85,0.76840863,0.11,0.49619926,0,0.63230394,0.01,"2016-08-05 00:00:00","Distinct set to NA","Yes",2,"human","SMC","2018-09-12 00:00:00","true","{B07AA10D-2664-4F1B-9FAD-A327D6572AA7}",NA,NA,NA,NA,NA,NA,NA,NA,NA
8465,"403STCBQT_10312001_BMI_CSBP_Trans_1","403STCBQT","2001-10-31 00:00:00",10,31,2001,"BMI_CSBP_Trans",1,"SWAMP",606,20,20,8.91089109,15.625,7.71133005,4.05,0.52520123,0.01,0.46988456,0,0.49754289,0,"2016-08-05 00:00:00","Distinct set to NA","Yes",2,"human","SMC","2018-09-12 00:00:00","true","{6E8BDB18-5E52-4F57-B5D7-F284842D1D7E}",NA,NA,NA,NA,NA,NA,NA,NA,NA
2565,"722PS0535_04162014_BMI_RWB_1","722PS0535","2014-04-16 00:00:00",4,16,2014,"BMI_RWB",1,"",475,1,20,2.1141649,7.40740741,6.85132696,6.75,0.98521061,0.47,0.68157998,0.04,0.8333953,0.15,"2018-09-02 09:34:00","Distinct set to NA","Yes",2,"machine","SWAMP","2016-06-02 00:00:00","false","{6D097165-92CA-4C5A-A625-3AAF70DFD4A6}",NA,NA,NA,NA,NA,NA,NA,NA,NA
1118,"309ARCBRC_08252008_BMI_RWB_1","309ARCBRC","2008-08-25 00:00:00",8,25,2008,"BMI_RWB",1,"",577,20,20,0,0,12.03650038,9,0.74772564,0.09,0.66438475,0.03,0.7060552,0.03,"2018-09-02 09:34:00","Distinct set to NA","Yes",2,"machine","SWAMP","2011-07-07 00:00:00","false","{DADAF41A-B689-4C48-B1FD-25B006512B18}",NA,NA,NA,NA,NA,NA,NA,NA,NA
5619,"901BCCBCT_05162001_BMI_CSBP_Trans_1","901BCCBCT","2001-05-16 00:00:00",5,16,2001,"BMI_CSBP_Trans",1,"SWAMP",840,20,20,4.65116279,13.63636364,6.99238591,6.05,0.86522684,0.24,0.51140163,0,0.68831424,0.03,"2016-08-05 00:00:00","Distinct set to NA","Yes",2,"human","SMC","2018-09-12 00:00:00","true","{A62FF840-67AA-4EB6-8B72-120DA5B2211F}",NA,NA,NA,NA,NA,NA,NA,NA,NA
981,"207PS0241_06032013_BMI_RWB_1","207PS0241","2013-06-03 00:00:00",6,3,2013,"BMI_RWB",1,"",583,20,20,2.22984563,5.40540541,9.33940936,4.9,0.52465845,0.01,0.20783102,0,0.36624473,0,"2018-09-02 09:34:00","Distinct set to NA","Yes",2,"machine","SWAMP","2015-02-04 00:00:00","false","{13303A9F-D90F-43A9-A772-2FB7D079C353}",NA,NA,NA,NA,NA,NA,NA,NA,NA
4785,"902WE0888_06162015_BMI_RWB_1","902WE0888","2015-06-16 00:00:00",6,16,2015,"BMI_RWB",1,"SMC",610,20,20,0.32786885,5.71428571,7.60835532,7.3,0.95947149,0.42,0.74855731,0.08,0.8540144,0.18,"2016-08-05 00:00:00","Distinct set to NA","Yes",2,"human","SMC","2018-09-12 00:00:00","true","{D89F4AE3-1956-4666-BDD5-562D01A28216}",NA,NA,NA,NA,NA,NA,NA,NA,NA
618,"111WER159_06292004_BMI_RWB_1","111WER159","2004-06-29 00:00:00",6,29,2004,"BMI_RWB",1,"",459,1,20,6.75381264,9.45945946,22.48472788,27.75,1.23417104,0.89,0.97895019,0.45,1.10656061,0.75,"2018-09-02 09:34:00","Distinct set to NA","Yes",2,"machine","SWAMP","2012-10-04 00:00:00","false","{2151D43F-A3A2-4A58-96E8-E884841E46EA}",NA,NA,NA,NA,NA,NA,NA,NA,NA
4824,"SGUR010_06272011_BMI_RWB_1","SGUR010","2011-06-27 00:00:00",6,27,2011,"BMI_RWB",1,"SMC",589,20,20,0.16977929,3.33333333,6.24787373,7,1.12038116,0.74,0.97291159,0.44,1.04664637,0.61,"2016-08-05 00:00:00","Distinct set to NA","Yes",2,"human","SMC","2018-09-12 00:00:00","false","{4E60BD05-0C21-451E-9CDD-A76C7B27A98A}",NA,NA,NA,NA,NA,NA,NA,NA,NA
5704,"801SCASxx_05232001_BMI_CSBP_Trans_1","801SCASxx","2001-05-23 00:00:00",5,23,2001,"BMI_CSBP_Trans",1,"SWAMP",842,20,20,0.24213075,3.44827586,8.815427,5.85,0.66360937,0.04,1.02983269,0.57,0.84672103,0.17,"2016-08-05 00:00:00","Distinct set to NA","Yes",2,"human","SMC","2018-09-12 00:00:00","true","{505AFA56-8C10-4331-8CAF-A1EC5A85130D}",NA,NA,NA,NA,NA,NA,NA,NA,NA
5098,"907SDRMTx_11141999_BMI_CSBP_Trans_1","907SDRMTx","1999-11-14 00:00:00",11,14,1999,"BMI_CSBP_Trans",1,"SWAMP",846,20,20,3.07328605,9.67741935,7.13841829,6.15,0.86153539,0.23,0.68329401,0.04,0.7724147,0.08,"2016-08-05 00:00:00","Distinct set to NA","Yes",2,"human","SMC","2018-09-12 00:00:00","true","{0AB01D91-F31D-4050-8B17-52FE573DE469}",NA,NA,NA,NA,NA,NA,NA,NA,NA
3178,"105WE1005_08212002_BMI_TRC_1","105WE1005","2002-08-21 00:00:00",8,21,2002,"BMI_TRC",1,"",499,1,20,0.6012024,2.12765957,18.53733568,20.45,1.10317903,0.71,0.92347354,0.33,1.01332629,0.53,"2018-09-03 07:50:41","Distinct set to NA","Yes",2,"machine","SWAMP","2012-10-04 00:00:00","false","{1E1617E3-3C0D-4F4A-9B9A-4F7A70D46DE2}",NA,NA,NA,NA,NA,NA,NA,NA,NA
4851,"SMC00080_06132011_BMI_RWB_1","SMC00080","2011-06-13 00:00:00",6,13,2011,"BMI_RWB",1,"SMC",598,20,20,1.6722408,2.63157895,6.90452719,6.75,0.97761944,0.45,0.8095737,0.14,0.89359657,0.25,"2016-08-05 00:00:00","Distinct set to NA","Yes",2,"human","SMC","2018-09-12 00:00:00","false","{657337A2-F641-44AE-B3FD-0A1DEE2208D9}",NA,NA,NA,NA,NA,NA,NA,NA,NA
9081,"114SQCURx_06202002_BMI_CSBP_Trans_1","114SQCURx","2002-06-20 00:00:00",6,20,2002,"BMI_CSBP_Trans",1,"SWAMP",510,20,20,14.11764706,1.88679245,16.93813296,17.95,1.059739,0.62,1.14017911,0.78,1.09995905,0.73,"2016-08-05 00:00:00","Distinct set to NA","Yes",2,"human","SMC","2018-09-12 00:00:00","false","{09FE3D89-4CD6-4B14-AB06-899E93EC11D1}",NA,NA,NA,NA,NA,NA,NA,NA,NA
1354,"403WE0683_05152013_BMI_RWB_1","403WE0683","2013-05-15 00:00:00",5,15,2013,"BMI_RWB",1,"",656,20,20,4.72560976,13.15789474,9.46314687,11.95,1.26279346,0.92,1.25137522,0.92,1.25708434,0.95,"2018-09-02 09:34:00","Distinct set to NA","Yes",2,"machine","SWAMP","2015-02-04 00:00:00","true","{AE8D1172-B4DF-4C72-A011-5F3DD9AA9673}",NA,NA,NA,NA,NA,NA,NA,NA,NA
10176,"801RB8607_07192011_BMI_RWB_1","801RB8607","2011-07-19 00:00:00",7,19,2011,"BMI_RWB",1,"SWAMP",588,20,20,2.04081633,12.5,10.06705141,10.75,1.06783998,0.64,0.90305969,0.29,0.98544984,0.46,"2017-04-04 00:00:00","Distinct set to NA","Yes",2,"human","SMC","2018-09-12 00:00:00","true","{2644CDB1-7C66-4DAA-AA50-05AC0C29F75E}",NA,NA,NA,NA,NA,NA,NA,NA,NA
8026,"505SED022_08072007_BMI_RWB_1","505SED022","2007-08-07 00:00:00",8,7,2007,"BMI_RWB",1,"SWAMP",554,20,20,0,0,13.18116986,13.15,0.99763527,0.5,0.84192595,0.19,0.91978061,0.31,"2016-08-05 00:00:00","Distinct set to NA","Yes",2,"human","SMC","2018-09-12 00:00:00","false","{60915277-5EBC-4207-84B2-BA3D69682ACD}",NA,NA,NA,NA,NA,NA,NA,NA,NA
1456,"405WER318_06022009_BMI_RWB_1","405WER318","2009-06-02 00:00:00",6,2,2009,"BMI_RWB",1,"",571,20,20,6.65499124,9.23076923,11.36338849,13.1,1.15282515,0.79,1.18704463,0.85,1.16993489,0.86,"2018-09-02 09:34:00","Distinct set to NA","Yes",2,"machine","SWAMP","2011-07-07 00:00:00","true","{FA78230F-8781-4FD5-9AAD-D9AFC5370032}",NA,NA,NA,NA,NA,NA,NA,NA,NA
2709,"801SNP002_05132014_BMI_RWB_1","801SNP002","2014-05-13 00:00:00",5,13,2014,"BMI_RWB",1,"",623,20,20,0.80256822,6.89655172,14.42963071,15.05,1.04299274,0.59,0.79758926,0.13,0.920291,0.31,"2018-09-02 09:34:00","Distinct set to NA","Yes",2,"machine","SWAMP","2016-05-06 00:00:00","true","{925CE12A-898B-48EB-BCD1-EC2C8D8DE924}",NA,NA,NA,NA,NA,NA,NA,NA,NA
3537,"526WER123_08042004_BMI_TRC_1","526WER123","2004-08-04 00:00:00",8,4,2004,"BMI_TRC",1,"",483,1,20,0.41407867,1.69491525,14.63678906,16.9,1.15462482,0.79,1.12282322,0.75,1.13872402,0.81,"2018-09-03 07:50:41","Distinct set to NA","Yes",2,"machine","SWAMP","2012-10-04 00:00:00","false","{E654EE64-8CBC-4964-8D13-52055985AA65}",NA,NA,NA,NA,NA,NA,NA,NA,NA
5725,"801WE0550_06272000_BMI_CSBP_Trans_1","801WE0550","2000-06-27 00:00:00",6,27,2000,"BMI_CSBP_Trans",1,"SWAMP",499,1,20,0.4008016,3.22580645,7.53752423,9,1.19402601,0.85,1.15419782,0.81,1.17411192,0.86,"2016-08-05 00:00:00","Distinct set to NA","Yes",2,"human","SMC","2018-09-12 00:00:00","true","{4B065B2C-1C16-4320-B62F-6F1595242A2A}",NA,NA,NA,NA,NA,NA,NA,NA,NA
8108,"408CAL004_10312001_BMI_CSBP_Trans_1","408CAL004","2001-10-31 00:00:00",10,31,2001,"BMI_CSBP_Trans",1,"SWAMP",874,20,20,0.11709602,11.11111111,6.95416776,2.7,0.38825638,0,0.25466806,0,0.32146222,0,"2016-08-05 00:00:00","Distinct set to NA","Yes",2,"human","SMC","2018-09-12 00:00:00","true","{4358BDFC-3BCE-4B38-8F6E-6786E839B36A}",NA,NA,NA,NA,NA,NA,NA,NA,NA
2376,"620PS0669_08172010_BMI_RWB_1","620PS0669","2010-08-17 00:00:00",8,17,2010,"BMI_RWB",1,"",551,20,20,0.72595281,8.69565217,9.41325341,4.85,0.515231,0.01,0.53175319,0,0.5234921,0,"2018-09-02 09:34:00","Distinct set to NA","Yes",2,"machine","SWAMP","2012-03-08 00:00:00","false","{D4D2CB22-CA85-4FC4-B103-D719A761E374}",NA,NA,NA,NA,NA,NA,NA,NA,NA
1937,"519PS0253_07232009_BMI_RWB_2","519PS0253","2009-07-23 00:00:00",7,23,2009,"BMI_RWB",2,"",584,20,20,0.51369863,5.88235294,10.19195287,3,0.29434987,0,0.14296494,0,0.2186574,0,"2018-09-02 09:34:00","Distinct set to NA","Yes",2,"machine","SWAMP","2011-07-07 00:00:00","false","{4688F9B5-004B-4673-B6EF-E759A2864115}",NA,NA,NA,NA,NA,NA,NA,NA,NA
3297,"201LAG190_09282004_BMI_TRC_2","201LAG190","2004-09-28 00:00:00",9,28,2004,"BMI_TRC",2,"",470,1,1,62.76595745,6.66666667,11.33216841,11,0.97068801,0.44,0.87580531,0.24,0.92324666,0.32,"2018-09-03 07:50:41","Distinct set to NA","Yes",2,"machine","SWAMP","2012-03-08 00:00:00","false","{17155E21-CA52-4221-9C33-0BE046E1348A}",NA,NA,NA,NA,NA,NA,NA,NA,NA
3508,"519CE0019_07192004_BMI_TRC_1","519CE0019","2004-07-19 00:00:00",7,19,2004,"BMI_TRC",1,"",480,1,20,0,0,10.21095024,4,0.39173631,0,0.29011402,0,0.34092517,0,"2018-09-03 07:50:41","Distinct set to NA","Yes",2,"machine","SWAMP","2013-12-04 00:00:00","false","{CA20006F-5662-402B-985E-FF827A3D572D}",NA,NA,NA,NA,NA,NA,NA,NA,NA
4971,"906M23302_06232015_BMI_RWB_1","906M23302","2015-06-23 00:00:00",6,23,2015,"BMI_RWB",1,"SMC",620,20,20,2.74193548,13.33333333,7.60614879,5.6,0.73624644,0.08,0.49200974,0,0.61412809,0.01,"2016-08-05 00:00:00","Distinct set to NA","Yes",2,"human","SMC","2018-09-12 00:00:00","true","{DE403F53-B59B-4447-880A-CB93CB2AF813}",NA,NA,NA,NA,NA,NA,NA,NA,NA
1973,"520FC1108_06242014_BMI_RWB_1","520FC1108","2014-06-24 00:00:00",6,24,2014,"BMI_RWB",1,"",242,1,1,6.19834711,14.28571429,10.2409178,6,0.58588499,0.01,0.4559125,0,0.52089874,0,"2018-09-02 09:34:00","Distinct set to NA","Yes",2,"machine","SWAMP","2016-08-04 00:00:00","false","{988C80BC-73BA-432A-8CB4-33889140B9CC}",NA,NA,NA,NA,NA,NA,NA,NA,NA
6443,"603UOW001_08262004_BMI_SNARL_1","603UOW001","2004-08-26 00:00:00",8,26,2004,"BMI_SNARL",1,"SWAMP",12679,20,20,0,0,11.78329476,4.4,0.37340999,0,0.58496357,0.01,0.47918678,0,"2016-08-05 00:00:00","Distinct set to NA","Yes",2,"human","SMC","2018-09-12 00:00:00","false","{E15AA63A-2BCC-4A2F-8082-D519444A1623}",NA,NA,NA,NA,NA,NA,NA,NA,NA
10222,"801SDC504_07082008_BMI_RWB_1","801SDC504","2008-07-08 00:00:00",7,8,2008,"BMI_RWB",1,"SWAMP",604,20,20,5.79470199,17.64705882,7.63711809,2,0.26187889,0,0.28683884,0,0.27435886,0,"2017-04-04 00:00:00","Distinct set to NA","Yes",2,"human","SMC","2018-09-12 00:00:00","true","{B25C39FC-727E-41F2-B73C-322D46D55BB4}",NA,NA,NA,NA,NA,NA,NA,NA,NA
9954,"310SED066_05222007_BMI_RWB_1","310SED066","2007-05-22 00:00:00",5,22,2007,"BMI_RWB",1,"SWAMP",787,20,20,0,0,8.44003261,7,0.82938068,0.18,0.90142741,0.29,0.86540405,0.2,"2016-08-05 00:00:00","Distinct set to NA","Yes",2,"human","SMC","2018-09-12 00:00:00","false","{CCE6A6CA-CD26-46A9-91DD-D7283A5CDCD1}",NA,NA,NA,NA,NA,NA,NA,NA,NA
1092,"308BSU_07132010_BMI_RWB_1","308BSU","2010-07-13 00:00:00",7,13,2010,"BMI_RWB",1,"",606,20,20,4.78547855,10.81081081,12.40236612,12.3,0.99174624,0.48,0.94439366,0.38,0.96806995,0.42,"2018-09-02 09:34:00","Distinct set to NA","Yes",2,"machine","SWAMP","2012-03-08 00:00:00","false","{17CF8AEF-B1A5-43C1-A690-1398D54B0584}",NA,NA,NA,NA,NA,NA,NA,NA,NA
1460,"407CE0220_05032006_BMI_RWB_1","407CE0220","2006-05-03 00:00:00",5,3,2006,"BMI_RWB",1,"",479,1,20,1.0460251,9.52380952,8.92591516,4,0.44813332,0,0.42538158,0,0.43675745,0,"2018-09-02 09:34:00","Distinct set to NA","Yes",2,"machine","SWAMP","2013-12-05 00:00:00","true","{40FCA5E4-7692-4856-996F-E3A462DD5FE2}",NA,NA,NA,NA,NA,NA,NA,NA,NA
3410,"403WE0683_05082002_BMI_TRC_1","403WE0683","2002-05-08 00:00:00",5,8,2002,"BMI_TRC",1,"",510,20,20,0,0,9.46314687,10,1.05673093,0.62,1.20934117,0.88,1.13303605,0.8,"2018-09-03 07:50:41","Distinct set to NA","Yes",2,"machine","SWAMP","2012-10-04 00:00:00","true","{B73348EB-7BC8-48FF-8217-017D36107987}",NA,NA,NA,NA,NA,NA,NA,NA,NA
273,"103FC1106_07152014_BMI_RWB_1","103FC1106","2014-07-15 00:00:00",7,15,2014,"BMI_RWB",1,"",596,20,20,9.73154362,7.40740741,16.83756568,18.4,1.09279455,0.69,0.89964325,0.29,0.9962189,0.49,"2018-09-02 09:34:00","Distinct set to NA","Yes",2,"machine","SWAMP","2016-08-04 00:00:00","false","{B928B0BF-1041-4FF1-8ABA-F92F6F5981DA}",NA,NA,NA,NA,NA,NA,NA,NA,NA
5112,"907SDSDR9_06262006_BMI_CSBP_Trans_1","907SDSDR9","2006-06-26 00:00:00",6,26,2006,"BMI_CSBP_Trans",1,"SWAMP",884,20,20,28.28054299,18.18181818,7.04966167,3.95,0.56031058,0.01,0.60359612,0.01,0.58195335,0,"2016-08-05 00:00:00","Distinct set to NA","Yes",2,"human","SMC","2018-09-12 00:00:00","true","{A5F42341-332D-46C0-8784-0422D1EC2043}",NA,NA,NA,NA,NA,NA,NA,NA,NA
3234,"111WE1050_06252002_BMI_TRC_1","111WE1050","2002-06-25 00:00:00",6,25,2002,"BMI_TRC",1,"",497,1,20,5.63380282,2.89855072,16.39699162,21,1.28072274,0.93,1.22430764,0.89,1.25251519,0.94,"2018-09-03 07:50:41","Distinct set to NA","Yes",2,"machine","SWAMP","2012-10-04 00:00:00","false","{D48BD217-8297-4DB0-9105-0144572BECBD}",NA,NA,NA,NA,NA,NA,NA,NA,NA
1032,"304SOK_05042016_BMI_RWB_1","304SOK","2016-05-04 00:00:00",5,4,2016,"BMI_RWB",1,"",580,20,20,0.17241379,1.75438596,9.76730557,11.15,1.14156355,0.77,0.86524902,0.23,1.00340629,0.51,"2018-09-02 09:34:00","Distinct set to NA","Yes",2,"machine","SWAMP","2016-11-15 00:00:00","false","{7DC8533E-A7E3-4B7F-A2F6-7ADE3069D5BD}",NA,NA,NA,NA,NA,NA,NA,NA,NA
1011,"304CE0212_08072006_BMI_RWB_1","304CE0212","2006-08-07 00:00:00",8,7,2006,"BMI_RWB",1,"",474,1,20,5.2742616,11.94029851,14.97520596,15.7,1.0483996,0.6,0.72774741,0.06,0.88807351,0.24,"2018-09-02 09:34:00","Distinct set to NA","Yes",2,"machine","SWAMP","2013-12-05 00:00:00","false","{9C145028-E54F-42E5-9242-1CFC25F97FB3}",NA,NA,NA,NA,NA,NA,NA,NA,NA
9963,"310SSCLSx_12061995_BMI_CSBP_Trans_1","310SSCLSx","1995-12-06 00:00:00",12,6,1995,"BMI_CSBP_Trans",1,"SWAMP",829,20,20,3.13630881,7.5,9.6678692,3.1,0.32064977,0,1.02006211,0.54,0.67035594,0.02,"2016-08-05 00:00:00","Distinct set to NA","Yes",2,"human","SMC","2018-09-12 00:00:00","false","{72F91C4B-2402-4463-A47A-EA48FB54B64D}",NA,NA,NA,NA,NA,NA,NA,NA,NA
1336,"403WE0501_06072001_BMI_RWB_1","403WE0501","2001-06-07 00:00:00",6,7,2001,"BMI_RWB",1,"",470,1,20,1.27659574,3.22580645,11.91250849,13.65,1.14585438,0.78,0.98863688,0.47,1.06724563,0.66,"2018-09-02 09:34:00","Distinct set to NA","Yes",2,"machine","SWAMP","2012-10-04 00:00:00","true","{EE6AD553-C224-4D2C-A61F-94598E4CCFA0}",NA,NA,NA,NA,NA,NA,NA,NA,NA
7808,"514GWCH49_10022002_BMI_CSBP_Trans_1","514GWCH49","2002-10-02 00:00:00",10,2,2002,"BMI_CSBP_Trans",1,"SWAMP",889,20,20,1.34983127,11.11111111,12.69194109,13.05,1.02821152,0.56,0.93221738,0.35,0.98021445,0.45,"2016-08-05 00:00:00","Distinct set to NA","Yes",2,"human","SMC","2018-09-12 00:00:00","false","{E411CA49-8B06-48A3-AF20-03523128C88F}",NA,NA,NA,NA,NA,NA,NA,NA,NA
